SEANCE,C_GR_RLC,CODE_VAL,LIB_VAL,COURS_REF,COURS_VEILLE,OUVERTURE,DERNIER_COURS,CLOTURE,PLUS_BAS,PLUS_HAUT,QUANTITE_NEGOCIEE,NB_TRAN,CAPITAUX,I
--------,----------,------------------------,------------------,----------,------------,----------,-------------,----------,----------,----------,-----------------,----------,----------,-
02/01/19,11,725001,ADWYA,"4,7","4,7","4,8","4,8","4,8","4,8","4,8",4296,5,"20620,8",
02/01/19,11,340005,AMEN,BANK,"27,8","27,8","27,8","27,75","27,75","27,5","27,8",261,9,"7240,06"
02/01/19,11,730001,ARTES,"6,27","6,27","6,27","6,28","6,28","6,27","6,29",2532,4,"15924,09",
02/01/19,11,714001,ASSAD,"7,79","7,8","7,79","8,02","8,02","7,78","8,02",14878,62,"118592,33",
02/01/19,11,360035,ATB,"3,76","3,66","3,76","3,65","3,65","3,65","3,87",533,13,"1948,72",
02/01/19,11,470010,ATL,"2,69","2,69","2,65","2,63","2,63","2,61","2,65",3403,11,"9005,19",
02/01/19,11,160015,ATTIJARI,BANK,41,41,"41,9",41,41,41,42,9242,44,"379252,01"
02/01/19,11,661001,ATTIJARI,LEASING,"16,59","16,59","16,1","16,1","16,1","16,1","16,1",366,9,"5892,6"
02/01/19,11,190060,BH,"12,8","12,8","12,8","12,66","12,66","12,5","12,93",8955,26,"113045,04",
02/01/19,11,180045,BIAT,"119,49","119,5","119,49",118,118,117,"119,49",709,24,"83568,92",
02/01/19,11,310060,BNA,"14,19",14,"14,19",14,14,14,"14,19",1164,9,"16352,58",
02/01/19,11,220005,BT,"7,99","7,99","7,99","7,8","7,8","7,77","7,99",40672,52,"318596,4",
02/01/19,11,759001,CELLCOM,"1,54","1,5","1,54","1,55","1,55","1,54","1,58",101,4,"156,72",
02/01/19,11,420085,CIL,"15,33","15,33",16,16,16,16,16,200,2,3200,
02/01/19,11,755001,CITY,CARS,"11,4","11,4","11,35","11,35","11,35","11,35","11,4",4710,15,53485
02/01/19,11,767001,DELICE,HOLDING,"13,56","13,56",0,0,"13,56",0,0,0,0,
02/01/19,11,665001,ELECTROSTAR,"1,38","1,38","1,35","1,35","1,35","1,35","1,35",3912,13,"5281,2",
02/01/19,11,741001,ENNAKL,AUTOMOBILES,"12,15","12,15","12,15","12,14","12,14",12,"12,15",521,7,"6310,5"
02/01/19,11,721001,ESSOUKNA,"2,55","2,55","2,52","2,57","2,57","2,52","2,57",51,3,"130,12",
02/01/19,11,757001,EURO-CYCLES,"18,5","18,5","18,15","18,3","18,3","18,15","18,49",674,9,"12402,26",
02/01/19,11,713001,GIF-FILTER,"1,02","1,02",",99","1,02","1,02",",99","1,02",12727,25,"12611,88",
02/01/19,11,731013,HANNIBAL,LEASE,"7,6","7,6","7,68","7,68","7,68","7,68","7,68",10,1,"76,8"
02/01/19,11,320075,ICF,183,179,183,181,181,181,184,757,59,"137987,4",
02/01/19,11,644001,MAGASIN,GENERAL,"38,5","38,5",39,39,39,39,39,1000,3,39000
02/01/19,11,100010,MONOPRIX,"7,51","7,51","7,51","7,71","7,71","7,51","7,72",1232,12,"9489,32",
02/01/19,11,762001,MPBS,"3,42","3,42","3,32","3,4","3,4","3,32","3,45",457,9,"1521,66",
02/01/19,11,761001,SAH,"11,29","11,39","11,29",11,11,"10,96","11,29",36628,90,"402578,45",
02/01/19,11,110025,SFBT,"23,5","23,6","23,5","23,5","23,5","23,2","23,5",28564,95,"668071,84",
02/01/19,11,659001,SIAME,"2,54","2,54",0,0,"2,54",0,0,0,0,,
02/01/19,11,400005,SIMPAR,"31,04","31,04","31,04","31,04","31,04","31,04","31,04",218,3,"6766,72",
02/01/19,11,678001,SOMOCER,"1,05","1,05","1,05","1,07","1,07","1,03","1,08",104879,93,"111538,09",
02/01/19,11,729001,SOPAT,"1,64","1,64","1,7","1,71","1,71","1,7","1,71",6038,15,"10308,75",
02/01/19,11,653001,SOTETEL,"5,78","5,74","5,78","5,82","5,82","5,7","5,9",13464,49,"77220,59",
02/01/19,11,763001,SOTIPAPIER,"4,68","4,68","4,55","4,65","4,65","4,54","4,65",3266,17,"14921,51",
02/01/19,11,666001,SOTRAPIL,"16,5","16,5","16,55","16,8","16,8","16,55","16,8",20,2,"331,25",
02/01/19,11,658001,SOTUMAG,"2,3","2,27","2,3","2,33","2,33","2,3","2,33",4576,24,"10543,86",
02/01/19,11,656001,SOTUVER,"8,7","8,7","8,69","8,59","8,59","8,5","8,7",20147,50,"174017,48",
02/01/19,11,606001,STAR,"135,72","135,72","136,9",137,137,"136,9",137,75,2,"10274,9",
02/01/19,11,260095,STB,"3,68","3,68","3,6","3,69","3,69","3,6","3,69",5861,21,"21247,09",
02/01/19,11,744001,TELNET,HOLDING,"9,6","9,6","9,6","9,56","9,56","9,4","9,63",1797,20,"16974,36"
02/01/19,11,727001,TPR,"4,86","4,77","4,86","4,79","4,79","4,79","4,86",12388,10,"59816,99",
02/01/19,11,738001,TUNIS,RE,8,8,8,8,8,"7,81",8,432,4,"3451,82"
02/01/19,11,120040,TUNISAIR,",78",",78",",78",",76",",76",",76",",79",47626,64,"36206,66",
02/01/19,11,779001,TUNISIE,VALEURS,31,31,31,31,31,31,31,1000,3,31000
02/01/19,11,769001,UADH,"1,9","1,87","1,9","1,85","1,85","1,85","1,9",675,10,"1250,65",-
02/01/19,11,390010,UIB,"23,6","23,6","23,45",23,23,"22,9","23,45",7015,31,"161826,91",
02/01/19,11,772001,UNIMED,"8,2","8,3","8,2",8,8,8,"8,2",22236,49,179250,
02/01/19,12,380070,ALKIMIA,44,44,0,0,44,0,0,0,0,,
02/01/19,12,655001,ASSURANCES,SALIM,"33,4","33,4",0,0,"33,4",0,0,0,0,
02/01/19,12,300045,ASTREE,"38,12","37,01","38,12",38,38,38,"38,12",40,2,"1523,36",
02/01/19,12,758001,BEST,LEASE,"1,85","1,85","1,85","1,85","1,85","1,85","1,85",520,1,962
02/01/19,12,130055,BTE,(ADP),"11,58","11,25","11,58","11,58","11,58","11,58","11,58",5,1,"57,9"
02/01/19,12,735001,CIMENTS,DE,BIZERTE,"2,07","2,07",0,0,"2,07",0,0,0,0
02/01/19,12,330090,ELBENE,INDUSTRIE,"2,82","2,82",0,0,"2,82",0,0,0,0,
02/01/19,12,672004,MODERN,LEASING,"3,21","3,21","3,2","3,2","3,2","3,2","3,2",77,2,"246,4"
02/01/19,12,250065,PLAC.,TSIE-SICAF,"46,11","46,11",0,0,"46,11",0,0,0,0,
02/01/19,12,667001,SIPHAT,"2,85","2,85","2,85","2,9","2,9","2,85","2,9",105,2,"299,5",
02/01/19,12,718001,SITS,"1,93","1,93","1,85","1,85","1,85","1,85","1,85",143,4,"264,55",
02/01/19,12,140070,SPDIT,-,SICAF,10,10,0,0,10,0,0,0,0
02/01/19,12,664001,STEQ,"5,95","5,95",0,0,"6,21",0,0,0,0,+,
02/01/19,12,410020,TUNINVEST-SICAR,"6,32","6,32",0,0,"6,32",0,0,0,0,,
02/01/19,12,240050,UBCI,23,23,0,0,23,0,0,0,0,,
02/01/19,13,430030,SITEX,"6,3","6,3",0,0,"6,3",0,0,0,0,,
02/01/19,32,340020,AB,DA,1/27,"1,82",",9",0,0,"1,82",0,0,0,0
02/01/19,32,340051,AB,DA1/24,01082016,"1,31",1,0,0,"1,31",0,0,0,0
02/01/19,32,340057,AB,DA1/25,300617,"1,16",",9",0,0,"1,16",0,0,0,0
02/01/19,32,340027,ABDA,1/14,11122007,"2,97",2,0,0,"2,97",0,0,0,0
02/01/19,32,725006,ADWA,DA1/12,311215,",53",",01",0,0,",53",0,0,0,0
02/01/19,32,725005,ADWYA,DA1/5,040814,"1,42","1,4",0,0,"1,42",0,0,0,0
02/01/19,32,725007,ADWYA,DA1/8,071116,",68",",6",0,0,",68",0,0,0,0
02/01/19,32,380071,ALKIM,DA,"7,79",4,0,0,"7,79",0,0,0,0,
02/01/19,32,380072,ALKIM,DA,04,"7,08",5,0,0,"7,08",0,0,0,0
02/01/19,32,230041,ALQ,DA1/10,7/09/04,"27,15",35,0,0,"27,15",0,0,0,0
02/01/19,32,230043,ALQ,DA1/12,070906,"18,62",30,0,0,"18,62",0,0,0,0
02/01/19,32,230039,ALQ,DA1/6,(160902),"57,37",70,0,0,"57,37",0,0,0,0
02/01/19,32,230042,ALQDA1/12,06/09/05,"20,11",45,0,0,"20,11",0,0,0,0,
02/01/19,32,150092,AMS,DA,1/50,",03",",01",0,0,",03",0,0,0,0
02/01/19,32,730002,ARTES,DA1/4,230712,"2,65",",01",0,0,"2,65",0,0,0,0
02/01/19,32,730003,ARTES,DA1/5,040313,"1,77",",01",0,0,"1,77",0,0,0,0
02/01/19,32,714004,ASSAD,DA1/4,150609,"2,78",",01",0,0,"2,78",0,0,0,0
02/01/19,32,714003,ASSDA1/9(01/07/05),"1,53","1,3",0,0,"1,53",0,0,0,0,,
02/01/19,32,360043,ATBDA1/7,09/11/05,",78",",79",0,0,",78",0,0,0,0,
02/01/19,32,661014,ATTIJARI,LS,ROMPU,"6,72","6,72",0,0,"6,72",0,0,0,0
02/01/19,32,190071,BH,DA1/25,14022000,",99",",9",0,0,",99",0,0,0,0
02/01/19,32,190077,BHDA,1/15,28052007,"1,63","2,5",0,0,"1,63",0,0,0,0
02/01/19,32,180046,BIAT,DA32,4/60,"9,99","1,26",0,0,"9,99",0,0,0,0
02/01/19,32,180050,BIAT,DA36,1/24,"5,49",",73",0,0,"5,49",0,0,0,0
02/01/19,32,190061,BQ,HABITAT,(DA),"1,36","1,25",0,0,"1,36",0,0,0,0
02/01/19,32,220025,BTDA1/7(3/12/01),"5,76","4,5",0,0,"5,76",0,0,0,0,,
02/01/19,32,757002,ECYCL,DA1/2,010616,"10,7","1,74",0,0,"10,7",0,0,0,0
02/01/19,32,665002,ELECTROSTAR,DA,1/6,",52",",67",0,0,",52",0,0,0,0
02/01/19,32,713006,GIF,DA27/1000,8713,",03",",01",0,0,",03",0,0,0,0
02/01/19,32,713007,GIF,DA4/237,270415,",02",",01",0,0,",02",0,0,0,0
02/01/19,32,713008,GIF,DA5/429,310715,",01",",01",0,0,",01",0,0,0,0
02/01/19,32,751003,LNDOR,DA1/32,80617,",29",",36",0,0,",29",0,0,0,0
02/01/19,32,658002,MGR,DA1/3,050710,",99",",01",0,0,",99",0,0,0,0
02/01/19,32,100011,MONOPRIX,DA,"2,79","4,9",0,0,"2,79",0,0,0,0,
02/01/19,32,754003,NBL,DA1/45,161213,",16",",1",0,0,",16",0,0,0,0
02/01/19,32,770003,PLAST,DA1/4,161216,",69",",69",0,0,",69",0,0,0,0
02/01/19,32,110028,SFBT,(DA,1/6),"39,07","26,58",0,0,"39,07",0,0,0,0
02/01/19,32,110029,SFBT,(DA,1/7),"28,22",",12",0,0,"28,22",0,0,0,0
02/01/19,32,110036,SFBT,DA10/66,03712,"8,51","8,23",0,0,"8,51",0,0,0,0
02/01/19,32,110038,SFBT,DA1/19,280513,"2,7",2,0,0,"2,7",0,0,0,0
02/01/19,32,110033,SFBT,DA2007,1/13,"6,15","3,5",0,0,"6,15",0,0,0,0
02/01/19,32,110034,SFBT,DA5/56,120510,"6,34",",02",0,0,"6,34",0,0,0,0
02/01/19,32,110035,SFBT,DA5/61,300311,"5,22","3,7",0,0,"5,22",0,0,0,0
02/01/19,32,110031,SFBTDA1/2(11/4/02),"44,8",30,0,0,"44,8",0,0,0,0,,
02/01/19,32,659010,SIAM,DA1/25,280704,",12",",12",0,0,",12",0,0,0,0
02/01/19,32,659006,SIAME,DA1/10,",36",",2",0,0,",36",0,0,0,0,
02/01/19,32,659008,SIAME,DA1/8,",41",",01",0,0,",41",0,0,0,0,
02/01/19,32,659002,SIAME,DA5/11,"1,8",",01",0,0,"1,8",0,0,0,0,
02/01/19,32,400010,SIMPA,DA1/6,010708,"10,16",12,0,0,"10,16",0,0,0,0
02/01/19,32,400012,SIMPA,DA1/7,010710,"7,34","7,99",0,0,"7,34",0,0,0,0
02/01/19,32,400014,SIMPA,DA1/8,020712,"6,03",4,0,0,"6,03",0,0,0,0
02/01/19,32,400015,SIMPA,DA2/9,010714,"8,09","5,01",0,0,"8,09",0,0,0,0
02/01/19,32,400008,SIMPAR,DA,1/5,"13,98",6,0,0,"13,98",0,0,0,0
02/01/19,32,718003,SITSDA1/9,28/03/07,",27",",4",0,0,",27",0,0,0,0,
02/01/19,32,721003,SOKNA,DA1/5,020712,"1,04",",02",0,0,"1,04",0,0,0,0
02/01/19,32,721004,SOKNA,DA2/5,010714,"1,4","1,19",0,0,"1,4",0,0,0,0
02/01/19,32,678006,SOMC,DA1/10,261211,",16",",03",0,0,",16",0,0,0,0
02/01/19,32,678007,SOMC,DA1/45,211212,",03",",02",0,0,",03",0,0,0,0
02/01/19,32,729005,SOPATDA1/10,140213,",16",",15",0,0,",16",0,0,0,0,
02/01/19,32,729003,SOPATDA1/20,010708,",11",",08",0,0,",11",0,0,0,0,
02/01/19,32,653009,SOT,DA1/22,010906,",32",",01",0,0,",32",0,0,0,0
02/01/19,32,653005,SOTETEL,DA1/6,"1,79",",01",0,0,"1,79",0,0,0,0,
02/01/19,32,656015,SOTUV,DA1/7,180713,"1,7","1,6",0,0,"1,7",0,0,0,0
02/01/19,32,656018,SOTUV,DA3/41,10714,",78",",7",0,0,",78",0,0,0,0
02/01/19,32,656002,SOTUVER,DA,1/24,"1,08",",3",0,0,"1,08",0,0,0,0
02/01/19,32,656006,SOTUVER,DA,3/34,"2,14",",82",0,0,"2,14",0,0,0,0
02/01/19,32,664002,STEQ,DA2/5(8/4/02),"3,34",",1",0,0,"3,34",0,0,0,0,
02/01/19,32,503002,STIP,DA1/10,0703,",12",",11",0,0,",12",0,0,0,0
02/01/19,32,666002,STPIL,DA1/10,0703,"2,8",2,0,0,"2,8",0,0,0,0
02/01/19,32,666007,STPIL,DA1/17,20614,"1,25","1,24",0,0,"1,25",0,0,0,0
02/01/19,32,666005,STPIL,DA1/20,02712,"1,16","1,06",0,0,"1,16",0,0,0,0
02/01/19,32,666004,STPIL,DA1/25301208,",98","1,03",0,0,",98",0,0,0,0,
02/01/19,32,666006,STPIL,DA1/33,01713,",68",",69",0,0,",68",0,0,0,0
02/01/19,32,666009,STPIL,DA1/39,01716,",48",",47",0,0,",48",0,0,0,0
02/01/19,32,666003,STPILDA0807,1/10,"2,54",1,0,0,"2,54",0,0,0,0,
02/01/19,32,666011,STPILDA1/39,290618,",42",",46",",37",",37",",37",",37",",37",5,2,"1,85"
02/01/19,32,666010,STPILDA1/56,300617,",32",",31",0,0,",32",0,0,0,0,
02/01/19,32,666008,STPL,DA1/32,180615,",59",",6",0,0,",59",0,0,0,0
02/01/19,32,656014,STV,DA10/31,160712,"4,43",",19",0,0,"4,43",0,0,0,0
02/01/19,32,656022,STV,DA2/23,4122017,",76",",78",0,0,",76",0,0,0,0
02/01/19,32,656009,STV02,3/10,010102,"5,48",4,0,0,"5,48",0,0,0,0
02/01/19,32,120047,TAIR,DA1/10,010799,",15",",16",0,0,",15",0,0,0,0
02/01/19,32,120049,TAIR,DA1/10,030700,",14",",01",0,0,",14",0,0,0,0
02/01/19,32,120056,TAIR,DA1/11,170709,",07",",1",0,0,",07",0,0,0,0
02/01/19,32,120053,TAIR,DA1/22,310806,",06",",05",0,0,",06",0,0,0,0
02/01/19,32,160026,TJARI,-,DA39,"1,98",",01",0,0,"1,98",0,0,0,0
02/01/19,32,160016,TJARI,-,(DA),"3,09",2,0,0,"3,09",0,0,0,0
02/01/19,32,160050,TJARIDA1/40,250518,"1,03",",91",",88",",88",",88",",88",",88",64,4,"56,32"
02/01/19,32,210181,TL,DA2/43,02022015,",89",",02",0,0,",89",0,0,0,0
02/01/19,32,210174,TL,DA3/83,10022014,",79",",02",0,0,",79",0,0,0,0
02/01/19,32,210095,TLS,DA,1/4,"9,77",8,0,0,"9,77",0,0,0,0
02/01/19,32,210098,TLS,DA,1/5(021202),"6,51",7,0,0,"6,51",0,0,0,0
02/01/19,32,210101,TLS,DA,1/6(181203),"4,73",4,0,0,"4,73",0,0,0,0
02/01/19,32,210106,TLS,DA,1/7(061204),"3,42",3,0,0,"3,42",0,0,0,0
02/01/19,32,210115,TLS,DA1/55(010307),",48",",01",0,0,",48",0,0,0,0,
02/01/19,32,120051,TUNISAIR,DA,1/10,",12",",13",0,0,",12",0,0,0,0
02/01/19,32,240069,UBCI,DA8/33,141013,"6,43",",29",0,0,"6,43",0,0,0,0
02/01/19,32,772003,UMD,DA11/117,40817,",8",",76",0,0,",8",0,0,0,0
02/01/19,32,772002,UMED,D76/509,26716,"1,43","1,39",0,0,"1,43",0,0,0,0
02/01/19,32,720013,WIFAK,DA1/2,121015,"3,6",3,0,0,"3,6",0,0,0,0
02/01/19,51,150085,AMS,"1,11","1,12","1,11","1,13","1,13","1,08","1,14",847,10,"936,81",
02/01/19,51,740001,CARTHAGE,CEMENT,"2,06","2,06",0,0,"2,06",0,0,0,0,
02/01/19,51,764001,CEREALIS,"4,74","4,74","4,74","4,61","4,61","4,61","4,85",186,6,"882,09",
02/01/19,51,749001,HEXABYTE,"5,49","5,49","5,49","5,49","5,49","5,49","5,49",4280,10,"23497,2",
02/01/19,51,751001,LAND,OR,9,9,"9,18",9,9,9,"9,19",4971,21,"44854,1"
02/01/19,51,770001,OFFICEPLAST,"2,63","2,63","2,57","2,62","2,62","2,56","2,62",3397,13,"8710,81",
02/01/19,51,734001,SERVICOM,"1,89","1,84","1,89","1,84","1,84","1,81","1,93",75830,165,"141711,31",
02/01/19,52,750001,AETECH,",37",",36",",37",",37",",37",",37",",37",197,3,"72,89",
02/01/19,52,766001,MAGHREB,INTERN,PUB,",6",",6",0,0,",6",0,0,0,0
02/01/19,52,773001,SANIMED,"2,35","2,35",0,0,"2,25",0,0,0,0,-,
02/01/19,52,760001,SOTEMAIL,"2,04","2,04",0,0,"2,04",0,0,0,0,,
02/01/19,99,503001,STIP,"1,2","1,2",0,0,"1,2",0,0,0,0,,
03/01/19,11,725001,ADWYA,"4,77","4,8","4,77","4,63","4,63","4,63","4,77",3290,15,"15305,07",
03/01/19,11,340005,AMEN,BANK,"27,75","27,75","27,78","27,7","27,7","27,7","27,78",239,8,"6626,21"
03/01/19,11,730001,ARTES,"6,28","6,28","6,29","6,3","6,3","6,29","6,34",3288,14,"20789,07",
03/01/19,11,714001,ASSAD,"8,02","8,02","8,01","8,38","8,38","8,01","8,38",9015,55,"74207,61",
03/01/19,11,360035,ATB,"3,65","3,65","3,65","3,64","3,64","3,64","3,65",2495,6,"9106,5",
03/01/19,11,470010,ATL,"2,63","2,63","2,65","2,69","2,69","2,65","2,7",1292,7,"3465,38",
03/01/19,11,160015,ATTIJARI,BANK,"41,2",41,"41,2","41,5","41,5",41,"41,8",2852,38,"117304,11"
03/01/19,11,661001,ATTIJARI,LEASING,"16,1","16,1","16,1","16,1","16,1","16,1","16,1",84,1,"1352,4"
03/01/19,11,190060,BH,"12,66","12,66","12,66","12,92","12,92","12,66","12,92",4185,17,53043,
03/01/19,11,180045,BIAT,120,118,120,"117,85","117,85",117,120,1230,46,"145194,48",
03/01/19,11,310060,BNA,14,14,"13,79","13,75","13,75","13,7",14,3547,21,"49089,65",
03/01/19,11,220005,BT,"7,8","7,8","7,8","7,8","7,8","7,76","7,8",21398,30,"166828,78",
03/01/19,11,759001,CELLCOM,"1,56","1,55","1,56","1,6","1,6","1,55","1,6",1206,17,"1916,68",
03/01/19,11,420085,CIL,16,16,"15,98","16,72","16,72","15,98","16,72",371,12,"5981,55",+
03/01/19,11,755001,CITY,CARS,"11,35","11,35","11,2","11,34","11,34","11,2","11,34",1395,2,"15679,3"
03/01/19,11,767001,DELICE,HOLDING,"13,56","13,56","13,16","13,16","13,16","13,16","13,16",4315,15,"56785,4"
03/01/19,11,665001,ELECTROSTAR,"1,35","1,35","1,35","1,33","1,33","1,33","1,35",943,13,"1259,78",
03/01/19,11,741001,ENNAKL,AUTOMOBILES,"12,14","12,14",12,"12,12","12,12",12,"12,19",3176,23,"38221,68"
03/01/19,11,721001,ESSOUKNA,"2,57","2,57","2,57","2,56","2,56","2,56","2,57",210,3,"537,7",
03/01/19,11,757001,EURO-CYCLES,"18,3","18,3","18,3","18,03","18,03",18,"18,3",14180,61,"255929,51",
03/01/19,11,713001,GIF-FILTER,"1,02","1,02",1,"1,02","1,02",",99","1,02",2132,16,"2138,19",
03/01/19,11,731013,HANNIBAL,LEASE,"7,68","7,68",0,0,"7,68",0,0,0,0,
03/01/19,11,320075,ICF,"183,29",181,"183,29",180,180,"177,8","183,29",1434,80,"256275,16",
03/01/19,11,644001,MAGASIN,GENERAL,39,39,0,0,39,0,0,0,0,
03/01/19,11,100010,MONOPRIX,"7,71","7,71","7,62","7,5","7,5","7,5","7,62",342,6,"2585,85",
03/01/19,11,762001,MPBS,"3,4","3,4","3,3","3,3","3,3","3,3","3,31",550,3,1818,
03/01/19,11,761001,SAH,11,11,11,"11,05","11,05",11,"11,18",10168,51,"112573,7",
03/01/19,11,110025,SFBT,"23,6","23,5","23,6","23,59","23,59","23,45","23,6",8837,46,"208255,01",
03/01/19,11,659001,SIAME,"2,54","2,54","2,47","2,49","2,49","2,47","2,5",2479,4,"6156,91",
03/01/19,11,400005,SIMPAR,"31,04","31,04",0,0,"31,04",0,0,0,0,,
03/01/19,11,678001,SOMOCER,"1,07","1,07","1,07","1,07","1,07","1,05","1,07",50407,55,"53439,06",
03/01/19,11,729001,SOPAT,"1,75","1,71","1,75","1,74","1,74","1,7","1,75",12585,25,"21726,97",
03/01/19,11,653001,SOTETEL,"5,82","5,82","5,82","5,75","5,75","5,65","5,91",15651,65,"90384,71",
03/01/19,11,763001,SOTIPAPIER,"4,65","4,65","4,64","4,77","4,77","4,64","4,78",33723,63,"158460,07",
03/01/19,11,666001,SOTRAPIL,"16,8","16,8","16,8","16,7","16,7","16,55","16,8",308,9,"5124,1",
03/01/19,11,658001,SOTUMAG,"2,33","2,33","2,33","2,33","2,33","2,33","2,37",2491,27,"5837,64",
03/01/19,11,656001,SOTUVER,"8,59","8,59","8,59","8,83","8,83","8,59","8,84",9444,49,"81591,89",
03/01/19,11,606001,STAR,137,137,0,0,"132,89",0,0,0,0,-,
03/01/19,11,260095,STB,"3,6","3,69","3,6","3,56","3,56","3,53","3,6",2532,21,"9024,24",
03/01/19,11,744001,TELNET,HOLDING,"9,54","9,56","9,54","9,53","9,53","9,48","9,54",5338,26,"50811,8"
03/01/19,11,727001,TPR,"4,79","4,79","4,71","4,69","4,69","4,65","4,71",6521,23,"30513,09",
03/01/19,11,738001,TUNIS,RE,8,8,0,0,8,0,0,0,0,
03/01/19,11,120040,TUNISAIR,",76",",76",",76",",74",",74",",74",",76",48775,62,"36339,34",
03/01/19,11,779001,TUNISIE,VALEURS,31,31,"30,5","30,9","30,9","30,07",31,1502,14,"46373,64"
03/01/19,11,769001,UADH,"1,8","1,85","1,8","1,87","1,87","1,8","1,87",1503,19,"2752,6",
03/01/19,11,390010,UIB,23,23,"22,02","22,9","22,9","22,02","22,99",1293,14,"28602,76",
03/01/19,11,772001,UNIMED,8,8,"8,08","7,9","7,9","7,9","8,08",25229,20,"199314,54",
03/01/19,12,230035,AIR,LIQUDE,TSIE,"87,52","87,52",0,0,"87,52",0,0,0,0
03/01/19,12,380070,ALKIMIA,44,44,0,0,44,0,0,0,0,,
03/01/19,12,655001,ASSURANCES,SALIM,"33,4","33,4",0,0,"31,9",0,0,0,0,-
03/01/19,12,300045,ASTREE,38,38,38,38,38,38,38,22,1,836,
03/01/19,12,758001,BEST,LEASE,"1,8","1,85","1,8","1,8","1,8","1,8","1,8",200,2,360
03/01/19,12,130055,BTE,(ADP),"11,57","11,58","11,57","11,57","11,57","11,57","11,57",1280,1,"14809,6"
03/01/19,12,330090,ELBENE,INDUSTRIE,"2,82","2,82",0,0,"2,82",0,0,0,0,
03/01/19,12,672004,MODERN,LEASING,"3,2","3,2",0,0,"3,2",0,0,0,0,
03/01/19,12,250065,PLAC.,TSIE-SICAF,"46,11","46,11",0,0,"46,11",0,0,0,0,
03/01/19,12,667001,SIPHAT,"2,9","2,9","2,9","2,95","2,95","2,9","2,95",188,5,"548,2",
03/01/19,12,718001,SITS,"1,85","1,85","1,77","1,77","1,77","1,77","1,77",719,5,"1272,63",
03/01/19,12,664001,STEQ,"6,21","6,21",0,0,"6,48",0,0,0,0,+,
03/01/19,12,410020,TUNINVEST-SICAR,"6,3","6,32","6,3","6,3","6,3","6,3","6,3",145,1,"913,5",
03/01/19,12,240050,UBCI,23,23,0,0,23,0,0,0,0,,
03/01/19,13,430030,SITEX,"6,3","6,3",0,0,"6,3",0,0,0,0,,
03/01/19,32,340020,AB,DA,1/27,"1,82",",9",0,0,"1,82",0,0,0,0
03/01/19,32,340057,AB,DA1/25,300617,"1,16",",9",0,0,"1,16",0,0,0,0
03/01/19,32,340027,ABDA,1/14,11122007,"2,97",2,0,0,"2,97",0,0,0,0
03/01/19,32,725006,ADWA,DA1/12,311215,",54",",01",0,0,",54",0,0,0,0
03/01/19,32,725007,ADWYA,DA1/8,071116,",69",",6",0,0,",69",0,0,0,0
03/01/19,32,380071,ALKIM,DA,"7,79",4,0,0,"7,79",0,0,0,0,
03/01/19,32,380072,ALKIM,DA,04,"7,08",5,0,0,"7,08",0,0,0,0
03/01/19,32,230041,ALQ,DA1/10,7/09/04,"27,79",35,0,0,"27,79",0,0,0,0
03/01/19,32,230043,ALQ,DA1/12,070906,"19,06",30,0,0,"19,06",0,0,0,0
03/01/19,32,230039,ALQ,DA1/6,(160902),"58,73",70,0,0,"58,73",0,0,0,0
03/01/19,32,230042,ALQDA1/12,06/09/05,"20,59",45,0,0,"20,59",0,0,0,0,
03/01/19,32,150092,AMS,DA,1/50,",03",",01",0,0,",03",0,0,0,0
03/01/19,32,730002,ARTES,DA1/4,230712,"2,66",",01",0,0,"2,66",0,0,0,0
03/01/19,32,730003,ARTES,DA1/5,040313,"1,77",",01",0,0,"1,77",0,0,0,0
03/01/19,32,714004,ASSAD,DA1/4,150609,"2,85",",01",0,0,"2,85",0,0,0,0
03/01/19,32,714003,ASSDA1/9(01/07/05),"1,57","1,3",0,0,"1,57",0,0,0,0,,
03/01/19,32,360043,ATBDA1/7,09/11/05,",78",",79",0,0,",78",0,0,0,0,
03/01/19,32,661014,ATTIJARI,LS,ROMPU,"6,72","6,72",0,0,"6,72",0,0,0,0
03/01/19,32,190071,BH,DA1/25,14022000,",98",",9",0,0,",98",0,0,0,0
03/01/19,32,190077,BHDA,1/15,28052007,"1,61","2,5",0,0,"1,61",0,0,0,0
03/01/19,32,180046,BIAT,DA32,4/60,"9,88","1,26",0,0,"9,88",0,0,0,0
03/01/19,32,180050,BIAT,DA36,1/24,"5,43",",73",0,0,"5,43",0,0,0,0
03/01/19,32,190061,BQ,HABITAT,(DA),"1,34","1,25",0,0,"1,34",0,0,0,0
03/01/19,32,220025,BTDA1/7(3/12/01),"5,64","4,5",0,0,"5,64",0,0,0,0,,
03/01/19,32,757002,ECYCL,DA1/2,010616,"10,6","1,74",0,0,"10,6",0,0,0,0
03/01/19,32,665002,ELECTROSTAR,DA,1/6,",52",",67",0,0,",52",0,0,0,0
03/01/19,32,713006,GIF,DA27/1000,8713,",03",",01",0,0,",03",0,0,0,0
03/01/19,32,751003,LNDOR,DA1/32,80617,",29",",36",0,0,",29",0,0,0,0
03/01/19,32,658002,MGR,DA1/3,050710,"1,01",",01",0,0,"1,01",0,0,0,0
03/01/19,32,100011,MONOPRIX,DA,"2,85","4,9",0,0,"2,85",0,0,0,0,
03/01/19,32,762003,MPBS,DA1/10,070717,",38",",4",0,0,",38",0,0,0,0
03/01/19,32,762004,MPBS,DA1/20,050718,",17",",15",0,0,",17",0,0,0,0
