SEANCE,GROUPE,CODE,VALEUR,OUVERTURE,CLOTURE,PLUS_BAS,PLUS_HAUT,QUANTITE_NEGOCIEE,NB_TRANSACTION,CAPITAUX,IND_RES
02/01/2020,32,666003,STPILDA0807,1/10,0.000,0.000,0.000,0.000,0,0,0.000
02/01/2020,32,666004,STPIL,DA1/25301208,0.750,0.750,0.750,0.750,20,2,15.000
02/01/2020,32,666010,STPILDA1/56,300617,0.240,0.240,0.240,0.240,22,2,5.280
02/01/2020,32,666011,STPILDA1/39,290618,0.320,0.320,0.320,0.320,22,2,7.040
02/01/2020,32,714003,ASSDA1/9(01/07/05),0.000,0.000,0.000,0.000,0,0,0.000,
02/01/2020,32,718003,SITSDA1/9,28/03/07,0.000,0.000,0.000,0.000,0,0,0.000
02/01/2020,32,729003,SOPATDA1/20,010708,0.000,0.000,0.000,0.000,0,0,0.000
02/01/2020,32,729005,SOPATDA1/10,140213,0.000,0.000,0.000,0.000,0,0,0.000
02/01/2020,51,150085,AMS,0.650,0.650,0.650,0.650,1237,6,804.050,
02/01/2020,51,734001,SERVICOM,0.590,0.610,0.590,0.620,14866,30,8876.820,
02/01/2020,51,740001,CARTHAGE,CEMENT,1.180,1.220,1.180,1.220,126629,105,152870.050
02/01/2020,51,751001,LAND,OR,7.700,7.700,7.690,7.700,220,3,1692.600
02/01/2020,51,764001,CEREALIS,6.240,6.430,6.240,6.430,14360,17,89637.600,
02/01/2020,52,749001,HEXABYTE,0.000,0.000,0.000,0.000,0,0,0.000,
02/01/2020,52,750001,AETECH,0.000,0.000,0.000,0.000,0,0,0.000,
02/01/2020,52,760001,SOTEMAIL,2.900,2.900,2.900,2.900,400,1,1160.000,
02/01/2020,52,770001,OFFICEPLAST,2.610,2.570,2.540,2.610,7530,15,19348.360,
02/01/2020,52,773001,SANIMED,1.800,1.800,1.800,1.800,20,1,36.000,
02/01/2020,99,503001,STIP,0.000,0.000,0.000,0.000,0,0,0.000,
03/01/2020,11,100010,MONOPRIX,7.800,7.860,7.600,8.030,1197,11,9505.350,
03/01/2020,11,110025,SFBT,18.690,18.990,18.650,19.100,34736,126,651140.210,
03/01/2020,11,120040,TUNISAIR,0.630,0.620,0.620,0.630,22163,111,13741.160,
03/01/2020,11,160015,ATTIJARI,BANK,31.350,31.400,31.100,31.990,8102,47,255078.460
03/01/2020,11,180045,BIAT,112.500,112.020,112.020,113.000,4122,68,465009.150,
03/01/2020,11,190060,BH,11.890,11.540,11.540,11.890,3360,32,38836.350,
03/01/2020,11,220005,BT,7.560,7.340,7.340,7.560,51852,88,382973.160,
03/01/2020,11,260095,STB,4.640,4.510,4.510,4.640,333771,85,1546647.430,
03/01/2020,11,310060,BNA,11.720,11.900,11.700,11.900,12659,34,148407.300,
03/01/2020,11,320075,ICF,120.900,118.000,118.000,120.900,337,17,39829.810,
03/01/2020,11,340005,AMEN,BANK,29.500,29.500,29.500,29.500,218,13,6431.000
03/01/2020,11,360035,ATB,4.050,4.050,4.050,4.050,25,1,101.250,
03/01/2020,11,390010,UIB,22.400,22.700,22.400,22.750,1404,5,31787.300,
03/01/2020,11,400005,SIMPAR,39.800,39.800,39.800,39.800,200,3,7960.000,
03/01/2020,11,420085,CIL,0.000,0.000,0.000,0.000,0,0,0.000,
03/01/2020,11,470010,ATL,1.610,1.650,1.610,1.660,7241,42,11680.360,
03/01/2020,11,653001,SOTETEL,5.000,5.150,5.000,5.150,70,5,357.560,
03/01/2020,11,656001,SOTUVER,8.240,8.380,8.200,8.400,3535,21,29460.680,
03/01/2020,11,658001,SOTUMAG,2.380,2.360,2.310,2.420,91473,139,213708.110,
03/01/2020,11,659001,SIAME,4.060,4.050,4.000,4.060,5622,81,22555.610,
03/01/2020,11,661001,ATTIJARI,LEASING,0.000,0.000,0.000,0.000,0,0,0.000
03/01/2020,11,665001,ELECTROSTAR,1.300,1.270,1.270,1.300,556,8,717.400,
03/01/2020,11,666001,SOTRAPIL,11.900,11.900,11.900,11.900,982,4,11685.800,
03/01/2020,11,678001,SOMOCER,0.940,0.940,0.920,0.960,33327,49,31039.990,
03/01/2020,11,713001,GIF-FILTER,0.600,0.600,0.600,0.610,17745,22,10672.770,
03/01/2020,11,714001,ASSAD,7.200,7.190,7.100,7.200,1786,8,12829.460,
03/01/2020,11,721001,ESSOUKNA,2.100,2.180,2.100,2.180,2098,14,4406.620,B
03/01/2020,11,725001,ADWYA,2.500,2.500,2.470,2.500,7043,22,17507.140,
03/01/2020,11,727001,TPR,4.600,4.530,4.530,4.700,41916,77,191741.560,
03/01/2020,11,729001,SOPAT,1.650,1.630,1.630,1.680,7731,38,12632.010,
03/01/2020,11,730001,ARTES,4.890,4.890,4.770,4.890,1799,12,8730.290,
03/01/2020,11,731013,HANNIBAL,LEASE,4.600,4.600,4.600,4.600,1,1,4.600
03/01/2020,11,738001,TUNIS,RE,7.980,7.750,7.750,7.980,182,5,1415.560
03/01/2020,11,741001,ENNAKL,AUTOMOBILES,12.000,11.990,11.990,12.000,56,2,671.600
03/01/2020,11,744001,TELNET,HOLDING,9.100,9.000,9.000,9.100,7851,50,71000.340
03/01/2020,11,755001,CITY,CARS,7.320,7.320,7.320,7.320,100,1,732.000
03/01/2020,11,757001,EURO-CYCLES,18.800,18.750,18.750,18.800,2346,26,44048.800,
03/01/2020,11,759001,CELLCOM,3.890,3.860,3.760,3.890,3808,29,14599.300,
03/01/2020,11,761001,SAH,11.500,11.500,11.440,11.510,23820,99,273748.000,
03/01/2020,11,762001,MPBS,5.940,5.770,5.770,5.940,14140,17,83689.500,
03/01/2020,11,763001,SOTIPAPIER,6.980,6.940,6.940,6.990,2958,12,20644.910,
03/01/2020,11,767001,DELICE,HOLDING,10.370,10.360,10.230,10.370,452,6,4672.950
03/01/2020,11,769001,UADH,0.980,0.940,0.940,0.980,5124,24,4970.040,
03/01/2020,11,772001,UNIMED,9.430,9.200,9.200,9.430,2034,26,19051.240,
03/01/2020,11,779001,TUNISIE,VALEURS,16.790,16.800,16.510,16.800,264,5,4387.770
03/01/2020,12,130055,BTE,(ADP),9.040,9.030,9.030,9.310,5243,17,48299.820
03/01/2020,12,240050,UBCI,0.000,0.000,0.000,0.000,0,0,0.000,
03/01/2020,12,250065,PLAC.,TSIE-SICAF,0.000,0.000,0.000,0.000,0,0,0.000
03/01/2020,12,300045,ASTREE,0.000,0.000,0.000,0.000,0,0,0.000,
03/01/2020,12,380070,ALKIMIA,0.000,0.000,0.000,0.000,0,0,0.000,
03/01/2020,12,410020,TUNINVEST-SICAR,0.000,0.000,0.000,0.000,0,0,0.000,
03/01/2020,12,606001,STAR,137.160,137.160,137.160,137.160,100,1,13716.000,
03/01/2020,12,644001,MAGASIN,GENERAL,30.000,29.950,29.950,30.000,1228,10,36810.900
03/01/2020,12,655001,BH,ASSURANCE,0.000,0.000,0.000,0.000,0,0,0.000
03/01/2020,12,664001,STEQ,0.000,0.000,0.000,0.000,0,0,0.000,B
03/01/2020,12,667001,SIPHAT,5.400,5.560,5.400,5.560,4,2,21.920,B
03/01/2020,12,672004,MODERN,LEASING,1.750,1.750,1.750,1.750,16,1,28.000
03/01/2020,12,718001,SITS,2.200,2.200,2.200,2.200,2,2,4.400,
03/01/2020,12,758001,BEST,LEASE,1.850,1.840,1.840,1.850,3100,3,5734.000
03/01/2020,13,330090,ELBENE,INDUSTRIE,0.000,0.000,0.000,0.000,0,0,0.000
03/01/2020,13,430030,SITEX,0.000,0.000,0.000,0.000,0,0,0.000,
03/01/2020,21,130058,BTE0920,5.2%AP10,0.000,0.000,0.000,0.000,0,0,0.000
03/01/2020,21,130059,BTE0920,T+0.7%AP10,0.000,0.000,0.000,0.000,0,0,0.000
03/01/2020,21,130060,BTE0930,5.85%AP20,0.000,0.000,0.000,0.000,0,0,0.000
03/01/2020,21,130062,BTE0232,6.25%P20,0.000,0.000,0.000,0.000,0,0,0.000
03/01/2020,21,130064,BTEA0122,T+2.5%AP5,0.000,0.000,0.000,0.000,0,0,0.000
03/01/2020,21,130065,BTEB0124,7.55%P7-2,0.000,0.000,0.000,0.000,0,0,0.000
03/01/2020,21,160045,JBS1022T+2.1%,P7-2,0.000,0.000,0.000,0.000,0,0,0.000
03/01/2020,21,160048,TJARISA0522T+1.9P5,0.000,0.000,0.000,0.000,0,0,0.000,
03/01/2020,21,160049,TJARISB05247.5P7-2,0.000,0.000,0.000,0.000,0,0,0.000,
03/01/2020,21,190083,BH1224,T+0.8%P15-2,0.000,0.000,0.000,0.000,0,0,0.000
03/01/2020,21,190084,BH1224,5.3%P15-2,0.000,0.000,0.000,0.000,0,0,0.000
03/01/2020,21,190088,BHSA0520T+1.95%AP5,0.000,0.000,0.000,0.000,0,0,0.000,
03/01/2020,21,190089,BHSB0522,7.5%AP7-2,0.000,0.000,0.000,0.000,0,0,0.000
03/01/2020,21,190094,BHSA0521T+1.95%AP5,0.000,0.000,0.000,0.000,0,0,0.000,
03/01/2020,21,190095,BHSB0523,7.5%AP7-2,0.000,0.000,0.000,0.000,0,0,0.000
03/01/2020,21,190104,BHSB0425,7.85%P7-2,0.000,0.000,0.000,0.000,0,0,0.000
03/01/2020,21,190105,BHSB0425T+2.1%P7-2,0.000,0.000,0.000,0.000,0,0,0.000,
03/01/2020,21,190109,BHSB0324,10.2%INF5,0.000,0.000,0.000,0.000,0,0,0.000
03/01/2020,21,190110,BHSB0324T+2.3%INF5,0.000,0.000,0.000,0.000,0,0,0.000,
03/01/2020,21,190112,BH,SC0326T+2.6P7-2,0.000,0.000,0.000,0.000,0,0,0.000
03/01/2020,21,210184,TL,A0520T+2.3%AP5,0.000,0.000,0.000,0.000,0,0,0.000
03/01/2020,21,210193,TLSB0324,"7,85%P7-2",0.000,0.000,0.000,0.000,0,0,0.000
03/01/2020,21,210198,TLSB0225,8.20%P7-2,0.000,0.000,0.000,0.000,0,0,0.000
03/01/2020,21,210207,TLFSA,0124T+2.7%P5,0.000,0.000,0.000,0.000,0,0,0.000
03/01/2020,21,210209,TLFSB,0126T+3%P7-2,0.000,0.000,0.000,0.000,0,0,0.000
03/01/2020,21,260099,STB0524,T+1.5%AP16,0.000,0.000,0.000,0.000,0,0,0.000
03/01/2020,21,260100,STB0528T+1.75%AP20,0.000,0.000,0.000,0.000,0,0,0.000,
03/01/2020,21,260101,STB0533,T+2.0%AP25,0.000,0.000,0.000,0.000,0,0,0.000
03/01/2020,21,260102,STB0225,6.5%AP16,0.000,0.000,0.000,0.000,0,0,0.000
03/01/2020,21,260103,STB0320,T+0.70%P10,0.000,0.000,0.000,0.000,0,0,0.000
