SEANCE,C_GR_RLC,CODE_VAL,LIB_VAL,COURS_REF,COURS_VEILLE,OUVERTURE,DERNIER_COURS,CLOTURE,PLUS_BAS,PLUS_HAUT,QUANTITE_NEGOCIEE,NB_TRAN,CAPITAUX,I
22/05/18,11,606001,STAR,"117,97","117,97",117,"117,97","117,97",117,"117,97",212,10,"24931,94",
22/05/18,11,260095,STB,"4,2","4,09","4,2","4,16","4,16","4,09","4,2",100536,13,"415213,29",
22/05/18,11,744001,TELNET,HOLDING,"9,59","9,59","9,59","9,59","9,59","9,5","9,6",12161,62,"116383,01"
22/05/18,11,727001,TPR,"4,3","4,4","4,3","4,41","4,41","4,3","4,42",65455,109,"287493,1",
22/05/18,11,738001,TUNIS,RE,"8,1","8,1","8,1","8,16","8,16","8,1","8,16",154,2,"1247,64"
22/05/18,11,120040,TUNISAIR,",54",",55",",54",",55",",55",",53",",55",75805,50,"40942,04",
22/05/18,11,210090,TUNISIE,LEASING,"16,29","16,29",16,"16,3","16,3",16,"16,3",1357,13,"22076,75"
22/05/18,11,769001,UADH,"1,75","1,75","1,75","1,7","1,7","1,7","1,75",17574,38,"30011,59",
22/05/18,11,390010,UIB,"26,25","26,25","26,25","26,2","26,2","26,2","26,25",1485,9,"38942,55",
22/05/18,11,772001,UNIMED,"9,11","9,3","9,11","9,3","9,3","9,11","9,3",3098,14,"28811,02",
22/05/18,11,720001,WIFACK,INT,BANK,"7,16","7,16",0,0,"7,16",0,0,0,0
22/05/18,12,230035,AIR,LIQUDE,TSIE,95,95,0,0,95,0,0,0,0
22/05/18,12,380070,ALKIMIA,"36,44","36,44",0,0,"36,44",0,0,0,0,,
22/05/18,12,655001,ASSURANCES,SALIM,"26,07","26,07","26,07","26,07","26,07","26,07","26,07",10,2,"260,7"
22/05/18,12,300045,ASTREE,"33,4","33,4",0,0,"33,4",0,0,0,0,,
22/05/18,12,758001,BEST,LEASE,"1,9","1,9",0,0,"1,9",0,0,0,0,
22/05/18,12,130055,BTE,(ADP),"14,81","14,81",0,0,"14,81",0,0,0,0,
22/05/18,12,330090,ELBENE,INDUSTRIE,"2,85","2,85",0,0,"2,85",0,0,0,0,
22/05/18,12,320075,ICF,"43,5",44,"43,5","43,99","43,99","43,5","43,99",560,13,24605,
22/05/18,12,672004,MODERN,LEASING,"3,52","3,52",0,0,"3,62",0,0,0,0,+
22/05/18,12,250065,PLAC.,TSIE-SICAF,41,41,0,0,41,0,0,0,0,
22/05/18,12,667001,SIPHAT,"3,98","3,98",0,0,"3,98",0,0,0,0,,
22/05/18,12,664001,STEQ,"6,38","6,38",0,0,"6,38",0,0,0,0,,
22/05/18,12,410020,TUNINVEST-SICAR,"6,1","6,1",0,0,"6,1",0,0,0,0,,
22/05/18,12,240050,UBCI,"21,6","21,6","22,24","22,24","22,24","22,24","22,24",42,2,"934,08",
22/05/18,13,430030,SITEX,"5,66","5,66",0,0,"5,66",0,0,0,0,,
22/05/18,32,340020,AB,DA,1/27,"1,75",",9",0,0,"1,75",0,0,0,0
22/05/18,32,340051,AB,DA1/24,01082016,"1,25","1,26",0,0,"1,25",0,0,0,0
22/05/18,32,340057,AB,DA1/25,300617,"1,11","1,12",0,0,"1,11",0,0,0,0
22/05/18,32,340027,ABDA,1/14,11122007,"2,87",2,0,0,"2,87",0,0,0,0
22/05/18,32,725005,ADWYA,DA1/5,040814,"1,66","1,2",0,0,"1,66",0,0,0,0
22/05/18,32,380071,ALKIM,DA,"6,87",4,0,0,"6,87",0,0,0,0,
22/05/18,32,380072,ALKIM,DA,04,"6,25",5,0,0,"6,25",0,0,0,0
22/05/18,32,230041,ALQ,DA1/10,7/09/04,"28,87",35,0,0,"28,87",0,0,0,0
22/05/18,32,230043,ALQ,DA1/12,070906,"19,8",30,0,0,"19,8",0,0,0,0
22/05/18,32,230039,ALQ,DA1/6,(160902),"61,01",70,0,0,"61,01",0,0,0,0
22/05/18,32,230042,ALQDA1/12,06/09/05,"21,39",45,0,0,"21,39",0,0,0,0,
22/05/18,32,150092,AMS,DA,1/50,",03",",01",0,0,",03",0,0,0,0
22/05/18,32,730002,ARTES,DA1/4,230712,"2,81","2,5",0,0,"2,81",0,0,0,0
22/05/18,32,714004,ASSAD,DA1/4,150609,"3,29",",01",0,0,"3,29",0,0,0,0
22/05/18,32,714003,ASSDA1/9(01/07/05),"1,81","1,3",0,0,"1,81",0,0,0,0,,
22/05/18,32,360043,ATBDA1/7,09/11/05,",86",",01",0,0,",86",0,0,0,0,
22/05/18,32,661014,ATTIJARI,LS,ROMPU,"6,72","6,72",0,0,"6,72",0,0,0,0
22/05/18,32,190071,BH,DA1/25,14022000,"1,48",",9",0,0,"1,48",0,0,0,0
22/05/18,32,190077,BHDA,1/15,28052007,"2,42",",01",0,0,"2,42",0,0,0,0
22/05/18,32,180046,BIAT,DA32,4/60,"11,78",6,0,0,"11,78",0,0,0,0
22/05/18,32,180050,BIAT,DA36,1/24,"6,47",10,0,0,"6,47",0,0,0,0
22/05/18,32,190061,BQ,HABITAT,(DA),"2,02","1,25",0,0,"2,02",0,0,0,0
22/05/18,32,220025,BTDA1/7(3/12/01),"6,3",3,0,0,"6,3",0,0,0,0,,
22/05/18,32,757002,ECYCL,DA1/2,010616,"15,7","2,4",0,0,"15,7",0,0,0,0
22/05/18,32,665002,ELECTROSTAR,DA,1/6,",7",",01",0,0,",7",0,0,0,0
22/05/18,32,658002,MGR,DA1/3,050710,",89",",02",0,0,",89",0,0,0,0
22/05/18,32,100011,MONOPRIX,DA,"4,04","4,9",0,0,"4,04",0,0,0,0,
22/05/18,32,754003,NBL,DA1/45,161213,",16",",01",0,0,",16",0,0,0,0
22/05/18,32,770003,PLAST,DA1/4,161216,",69",",03",0,0,",69",0,0,0,0
22/05/18,32,110028,SFBT,(DA,1/6),"32,89","26,58",0,0,"32,89",0,0,0,0
22/05/18,32,110029,SFBT,(DA,1/7),"23,76",",12",0,0,"23,76",0,0,0,0
22/05/18,32,110036,SFBT,DA10/66,03712,"7,17",5,0,0,"7,17",0,0,0,0
22/05/18,32,110043,SFBT,DA1/10,040517,"2,58","2,3",0,0,"2,58",0,0,0,0
22/05/18,32,110038,SFBT,DA1/19,280513,"2,27","2,19",0,0,"2,27",0,0,0,0
22/05/18,32,110033,SFBT,DA2007,1/13,"5,17","4,21",0,0,"5,17",0,0,0,0
22/05/18,32,110034,SFBT,DA5/56,120510,"5,34","5,1",0,0,"5,34",0,0,0,0
22/05/18,32,110035,SFBT,DA5/61,300311,"4,4","3,5",0,0,"4,4",0,0,0,0
22/05/18,32,110031,SFBTDA1/2(11/4/02),"37,72",30,0,0,"37,72",0,0,0,0,,
22/05/18,32,659010,SIAM,DA1/25,280704,",11",",12",0,0,",11",0,0,0,0
22/05/18,32,659006,SIAME,DA1/10,",34",",2",0,0,",34",0,0,0,0,
22/05/18,32,659008,SIAME,DA1/8,",39",",01",0,0,",39",0,0,0,0,
22/05/18,32,659002,SIAME,DA5/11,"1,71",",01",0,0,"1,71",0,0,0,0,
22/05/18,32,400010,SIMPA,DA1/6,010708,"10,52",12,0,0,"10,52",0,0,0,0
22/05/18,32,400012,SIMPA,DA1/7,010710,"7,6","7,99",0,0,"7,6",0,0,0,0
22/05/18,32,400014,SIMPA,DA1/8,020712,"6,24","5,01",0,0,"6,24",0,0,0,0
22/05/18,32,400015,SIMPA,DA2/9,010714,"8,12",8,0,0,"8,12",0,0,0,0
22/05/18,32,400008,SIMPAR,DA,1/5,"14,47",6,0,0,"14,47",0,0,0,0
22/05/18,32,718003,SITSDA1/9,28/03/07,",31",",4",0,0,",31",0,0,0,0,
22/05/18,32,721003,SOKNA,DA1/5,020712,"1,35",",02",0,0,"1,35",0,0,0,0
22/05/18,32,721004,SOKNA,DA2/5,010714,"1,77",",01",0,0,"1,77",0,0,0,0
22/05/18,32,678006,SOMC,DA1/10,261211,",17",",01",0,0,",17",0,0,0,0
22/05/18,32,729005,SOPATDA1/10,140213,",14",",11",0,0,",14",0,0,0,0,
22/05/18,32,729003,SOPATDA1/20,010708,",09",",3",0,0,",09",0,0,0,0,
22/05/18,32,653009,SOT,DA1/22,010906,",17",",01",0,0,",17",0,0,0,0
22/05/18,32,653005,SOTETEL,DA1/6,",96",",01",0,0,",96",0,0,0,0,
22/05/18,32,656015,SOTUV,DA1/7,180713,"1,23","1,09",0,0,"1,23",0,0,0,0
22/05/18,32,656018,SOTUV,DA3/41,10714,",56",",01",0,0,",56",0,0,0,0
22/05/18,32,656002,SOTUVER,DA,1/24,",79",",3",0,0,",79",0,0,0,0
22/05/18,32,656006,SOTUVER,DA,3/34,"1,58",",82",0,0,"1,58",0,0,0,0
22/05/18,32,664002,STEQ,DA2/5(8/4/02),"3,51",2,0,0,"3,51",0,0,0,0,
22/05/18,32,666002,STPIL,DA1/10,0703,"2,45","1,1",0,0,"2,45",0,0,0,0
22/05/18,32,666005,STPIL,DA1/20,02712,"1,02",",01",0,0,"1,02",0,0,0,0
22/05/18,32,666004,STPIL,DA1/25301208,",86",",76",0,0,",86",0,0,0,0,
22/05/18,32,666003,STPILDA0807,1/10,"2,22",1,0,0,"2,22",0,0,0,0,
22/05/18,32,666010,STPILDA1/56,300617,",27",",24",",24",",24",",24",",24",",24",10,2,"2,4"
22/05/18,32,656014,STV,DA10/31,160712,"3,27",2,0,0,"3,27",0,0,0,0
22/05/18,32,656022,STV,DA2/23,4122017,",53",",5",0,0,",53",0,0,0,0
22/05/18,32,656009,STV02,3/10,010102,"4,04","2,05",0,0,"4,04",0,0,0,0
22/05/18,32,120047,TAIR,DA1/10,010799,",11",",01",0,0,",11",0,0,0,0
22/05/18,32,120049,TAIR,DA1/10,030700,",1",",01",0,0,",1",0,0,0,0
22/05/18,32,120053,TAIR,DA1/22,310806,",04",",01",0,0,",04",0,0,0,0
22/05/18,32,160026,TJARI,-,DA39,"2,15",",01",0,0,"2,15",0,0,0,0
22/05/18,32,160016,TJARI,-,(DA),"3,36",2,0,0,"3,36",0,0,0,0
22/05/18,32,210095,TLS,DA,1/4,"10,51",8,0,0,"10,51",0,0,0,0
22/05/18,32,210098,TLS,DA,1/5(021202),"7,01",7,0,0,"7,01",0,0,0,0
22/05/18,32,210101,TLS,DA,1/6(181203),"5,09","5,52",0,0,"5,09",0,0,0,0
22/05/18,32,210106,TLS,DA,1/7(061204),"3,68",3,0,0,"3,68",0,0,0,0
22/05/18,32,210115,TLS,DA1/55(010307),",52",",52",0,0,",52",0,0,0,0,
22/05/18,32,120051,TUNISAIR,DA,1/10,",09",",01",0,0,",09",0,0,0,0
22/05/18,32,720013,WIFAK,DA1/2,121015,"3,58",3,0,0,"3,58",0,0,0,0
22/05/18,51,150085,AMS,",96",",97",",96",",94",",94",",94",",96",919,4,"864,24",
22/05/18,51,740001,CARTHAGE,CEMENT,"2,08","2,08","2,08","2,1","2,1","2,06","2,11",45347,99,"94456,45"
22/05/18,51,764001,CEREALIS,"5,44","5,44","5,28","5,43","5,43","5,28","5,43",19,2,"101,07",
22/05/18,51,749001,HEXABYTE,"5,4","5,4","5,38","5,38","5,38","5,38","5,38",62,1,"333,56",
22/05/18,51,751001,LAND,OR,"9,44","9,72","9,44","9,67","9,67","9,44","9,72",6674,22,"64516,53"
22/05/18,51,770001,OFFICEPLAST,"2,69","2,69","2,69","2,76","2,76","2,69","2,76",2640,10,"7124,16",
22/05/18,51,734001,SERVICOM,"2,25","2,23","2,25","2,23","2,23","2,2","2,25",10668,38,"23588,3",
22/05/18,52,750001,AETECH,",48",",49",",48",",48",",48",",48",",48",40965,19,"19663,2",
22/05/18,52,766001,MAGHREB,INTERN,PUB,",94",",94",0,0,",94",0,0,0,0
22/05/18,52,773001,SANIMED,"2,9","2,97","2,9","2,9","2,9","2,9","2,9",90,1,261,
22/05/18,52,760001,SOTEMAIL,"1,5","1,5",0,0,"1,5",0,0,0,0,,
22/05/18,99,503001,STIP,"1,4","1,4",0,0,"1,4",0,0,0,0,,
23/05/18,11,725001,ADWYA,"5,86","5,99","5,86","5,87","5,87","5,86","5,94",3484,27,"20620,85",
23/05/18,11,340005,AMEN,BANK,"26,5","26,59","26,5","26,5","26,5","26,4","26,5",1420,20,37510
23/05/18,11,730001,ARTES,7,7,"7,1","6,93","6,93","6,93","7,1",8276,29,"57500,53",
23/05/18,11,714001,ASSAD,"9,6","9,6","9,45","9,5","9,5","9,45","9,5",3609,13,"34232,7",
23/05/18,11,360035,ATB,"4,23","4,23","4,12","4,13","4,13","4,12","4,22",506,5,"2087,32",
23/05/18,11,470010,ATL,"3,39","3,37","3,39","3,37","3,37","3,37","3,4",4019,10,13584,
23/05/18,11,160015,ATTIJARI,BANK,"47,03","47,02","47,03","47,2","47,2",47,"47,2",6965,33,"327776,74"
23/05/18,11,661001,ATTIJARI,LEASING,"18,89","18,89",0,0,"18,89",0,0,0,0,
23/05/18,11,190060,BH,"19,9","19,89","19,9","19,89","19,89","19,85","19,92",7217,30,"143524,29",
23/05/18,11,180045,BIAT,144,144,144,"144,5","144,5",144,"144,6",3687,36,"532602,7",
23/05/18,11,310060,BNA,"15,2","15,2","15,2","15,65","15,65","15,2","15,65",109591,131,"1676755,93",
23/05/18,11,220005,BT,"8,8","8,8","8,8","8,9","8,9","8,6","8,96",65223,100,"575266,21",
23/05/18,11,759001,CELLCOM,"1,86","1,85","1,86","1,81","1,81","1,81","1,86",1939,11,"3556,59",
23/05/18,11,420085,CIL,"15,1","15,1","15,55","15,55","15,55","15,55","15,55",11,2,"171,05",
23/05/18,11,755001,CITY,CARS,"11,8","11,8","11,8","11,8","11,8","11,8","11,8",18,1,"212,4"
23/05/18,11,767001,DELICE,HOLDING,"17,9","17,9","17,9","17,6","17,6","17,6","17,9",1273,7,"22494,8"
23/05/18,11,665001,ELECTROSTAR,"2,27","2,33","2,27","2,27","2,27","2,27","2,4",2475,22,"5634,6",
23/05/18,11,741001,ENNAKL,AUTOMOBILES,"11,6","11,69","11,6","11,69","11,69","11,6","11,8",1897,20,"22139,8"
23/05/18,11,721001,ESSOUKNA,"3,7","3,7","3,6","3,59","3,59","3,59","3,7",2517,7,"9046,25",
23/05/18,11,757001,EURO-CYCLES,"30,24","30,2","30,24",31,31,"30,2",31,8488,65,"259108,92",
23/05/18,11,713001,GIF-FILTER,"1,38","1,39","1,38","1,37","1,37","1,33","1,38",28007,73,"37675,7",
23/05/18,11,731013,HANNIBAL,LEASE,8,8,"7,78","7,99","7,99","7,78","7,99",21,2,"163,59"
23/05/18,11,644001,MAGASIN,GENERAL,"39,1","39,1","39,1","39,1","39,1","39,1","39,98",350,5,"13685,88"
23/05/18,11,100010,MONOPRIX,"10,95","10,95","10,95","11,2","11,2","10,9","11,27",3733,21,"41540,97",
23/05/18,11,762001,MPBS,"3,62","3,62","3,54","3,62","3,62","3,54","3,7",2100,12,"7555,4",
23/05/18,11,761001,SAH,14,"14,06",14,14,14,14,"14,02",10125,31,"141797,6",
23/05/18,11,110025,SFBT,"19,64","19,6","19,64","19,88","19,88","19,64","19,88",18875,104,"373501,86",
23/05/18,11,659001,SIAME,"2,4","2,4","2,4","2,4","2,4","2,4","2,4",850,3,2040,
23/05/18,11,400005,SIMPAR,"32,4","32,4","32,2","32,2","32,2","32,2","32,2",62,1,"1996,4",
23/05/18,11,718001,SITS,"2,3","2,3",0,0,"2,3",0,0,0,0,,
23/05/18,11,678001,SOMOCER,"1,3","1,3","1,35","1,37","1,37","1,35","1,37",414898,418,"561920,52",+
23/05/18,11,729001,SOPAT,"1,44","1,44",0,0,"1,5",0,0,0,0,+,
23/05/18,11,653001,SOTETEL,"2,82","2,82","2,88","2,85","2,85","2,8","2,88",4028,20,"11316,73",
23/05/18,11,763001,SOTIPAPIER,"4,28","4,28","4,28","4,3","4,3","4,2","4,3",10737,41,"45761,93",
23/05/18,11,666001,SOTRAPIL,"14,89","14,89","14,79","14,85","14,85","14,79","14,85",400,3,"5916,88",
23/05/18,11,658001,SOTUMAG,"2,04","2,03","2,04","2,04","2,04",2,"2,05",6160,19,"12559,62",
23/05/18,11,656001,SOTUVER,"6,36","6,36","6,36","6,64","6,64","6,36","6,64",24851,88,"162254,11",
23/05/18,11,606001,STAR,117,"117,97",117,118,118,117,"118,39",369,14,"43399,89",
23/05/18,11,260095,STB,"4,2","4,16","4,2","4,29","4,29","4,1","4,31",2258540,55,"9345692,28",
23/05/18,11,744001,TELNET,HOLDING,"9,51","9,59","9,51","9,67","9,67","9,51","9,67",15633,54,"149366,4"
23/05/18,11,727001,TPR,"4,4","4,41","4,4","4,4","4,4","4,38","4,43",54478,35,"240542,18",
23/05/18,11,738001,TUNIS,RE,"8,1","8,16","8,1","8,24","8,24","8,1","8,24",2525,20,"20570,5"
23/05/18,11,120040,TUNISAIR,",55",",55",",55",",53",",53",",53",",55",55985,59,"30213,46",
23/05/18,11,210090,TUNISIE,LEASING,"16,3","16,3",16,"16,2","16,2","15,82","16,2",531,5,"8530,8"
23/05/18,11,769001,UADH,"1,69","1,7","1,69","1,67","1,67","1,63","1,69",20627,62,"33986,91",
23/05/18,11,390010,UIB,"26,2","26,2","26,2","26,9","26,9","26,2","26,9",8007,43,"211554,52",
23/05/18,11,772001,UNIMED,"9,3","9,3","9,3","9,29","9,29","9,11","9,3",1960,10,"18128,8",
23/05/18,11,720001,WIFACK,INT,BANK,"7,16","7,16",0,0,"7,16",0,0,0,0
23/05/18,12,380070,ALKIMIA,"36,44","36,44",0,0,"36,44",0,0,0,0,,
23/05/18,12,655001,ASSURANCES,SALIM,"26,07","26,07","26,07","26,07","26,07","26,07","26,07",25,3,"651,75"
23/05/18,12,300045,ASTREE,"33,4","33,4",0,0,"33,4",0,0,0,0,,
23/05/18,12,758001,BEST,LEASE,"1,9","1,9",0,0,"1,9",0,0,0,0,
23/05/18,12,130055,BTE,(ADP),"14,81","14,81",0,0,"14,81",0,0,0,0,
23/05/18,12,330090,ELBENE,INDUSTRIE,"2,85","2,85",0,0,"2,85",0,0,0,0,
23/05/18,12,320075,ICF,"43,5","43,99","43,5","43,5","43,5","43,5","43,5",349,6,"15181,5",
23/05/18,12,672004,MODERN,LEASING,"3,62","3,62",0,0,"3,62",0,0,0,0,
23/05/18,12,250065,PLAC.,TSIE-SICAF,41,41,0,0,41,0,0,0,0,
23/05/18,12,667001,SIPHAT,"3,98","3,98",0,0,"3,98",0,0,0,0,,
23/05/18,12,664001,STEQ,"6,38","6,38",0,0,"6,38",0,0,0,0,,
23/05/18,12,410020,TUNINVEST-SICAR,"5,92","6,1","5,92","5,92","5,92","5,92","5,92",4944,10,"29268,48",
23/05/18,12,240050,UBCI,"22,24","22,24",0,0,"22,24",0,0,0,0,,
23/05/18,13,430030,SITEX,"5,66","5,66",0,0,"5,66",0,0,0,0,,
23/05/18,32,340020,AB,DA,1/27,"1,75",",9",0,0,"1,75",0,0,0,0
23/05/18,32,340057,AB,DA1/25,300617,"1,11","1,12",0,0,"1,11",0,0,0,0
23/05/18,32,340027,ABDA,1/14,11122007,"2,87",2,0,0,"2,87",0,0,0,0
23/05/18,32,380071,ALKIM,DA,"6,87",4,0,0,"6,87",0,0,0,0,
23/05/18,32,380072,ALKIM,DA,04,"6,25",5,0,0,"6,25",0,0,0,0
23/05/18,32,230041,ALQ,DA1/10,7/09/04,"28,87",35,0,0,"28,87",0,0,0,0
23/05/18,32,230043,ALQ,DA1/12,070906,"19,8",30,0,0,"19,8",0,0,0,0
23/05/18,32,230039,ALQ,DA1/6,(160902),"61,01",70,0,0,"61,01",0,0,0,0
23/05/18,32,230042,ALQDA1/12,06/09/05,"21,39",45,0,0,"21,39",0,0,0,0,
23/05/18,32,150092,AMS,DA,1/50,",03",",01",0,0,",03",0,0,0,0
23/05/18,32,730002,ARTES,DA1/4,230712,"2,81","2,5",0,0,"2,81",0,0,0,0
23/05/18,32,730003,ARTES,DA1/5,040313,"1,79",",1",0,0,"1,79",0,0,0,0
23/05/18,32,714004,ASSAD,DA1/4,150609,"3,33",",01",0,0,"3,33",0,0,0,0
23/05/18,32,714003,ASSDA1/9(01/07/05),"1,83","1,3",0,0,"1,83",0,0,0,0,,
23/05/18,32,360043,ATBDA1/7,09/11/05,",88",",01",0,0,",88",0,0,0,0,
23/05/18,32,661014,ATTIJARI,LS,ROMPU,"6,72","6,72",0,0,"6,72",0,0,0,0
23/05/18,32,190071,BH,DA1/25,14022000,"1,48",",9",0,0,"1,48",0,0,0,0
23/05/18,32,190077,BHDA,1/15,28052007,"2,42",",01",0,0,"2,42",0,0,0,0
23/05/18,32,180046,BIAT,DA32,4/60,"11,78",6,0,0,"11,78",0,0,0,0
23/05/18,32,180050,BIAT,DA36,1/24,"6,47",10,0,0,"6,47",0,0,0,0
23/05/18,32,190061,BQ,HABITAT,(DA),"2,02","1,25",0,0,"2,02",0,0,0,0
23/05/18,32,220025,BTDA1/7(3/12/01),"6,27",3,0,0,"6,27",0,0,0,0,,
23/05/18,32,757002,ECYCL,DA1/2,010616,"15,8","2,4",0,0,"15,8",0,0,0,0
23/05/18,32,665002,ELECTROSTAR,DA,1/6,",68",",01",0,0,",68",0,0,0,0
23/05/18,32,658002,MGR,DA1/3,050710,",88",",02",0,0,",88",0,0,0,0
23/05/18,32,100011,MONOPRIX,DA,"3,93","4,9",0,0,"3,93",0,0,0,0,
23/05/18,32,754003,NBL,DA1/45,161213,",17",",01",0,0,",17",0,0,0,0
23/05/18,32,770003,PLAST,DA1/4,161216,",7",",03",0,0,",7",0,0,0,0
23/05/18,32,110028,SFBT,(DA,1/6),"33,06","26,58",0,0,"33,06",0,0,0,0
23/05/18,32,110029,SFBT,(DA,1/7),"23,88",",12",0,0,"23,88",0,0,0,0
23/05/18,32,110036,SFBT,DA10/66,03712,"7,2",5,0,0,"7,2",0,0,0,0
23/05/18,32,110038,SFBT,DA1/19,280513,"2,29","2,19",0,0,"2,29",0,0,0,0
23/05/18,32,110033,SFBT,DA2007,1/13,"5,2","4,21",0,0,"5,2",0,0,0,0
23/05/18,32,110034,SFBT,DA5/56,120510,"5,37","5,1",0,0,"5,37",0,0,0,0
23/05/18,32,110035,SFBT,DA5/61,300311,"4,42","3,5",0,0,"4,42",0,0,0,0
23/05/18,32,110031,SFBTDA1/2(11/4/02),"37,91",30,0,0,"37,91",0,0,0,0,,
23/05/18,32,659010,SIAM,DA1/25,280704,",11",",12",0,0,",11",0,0,0,0
23/05/18,32,659006,SIAME,DA1/10,",34",",2",0,0,",34",0,0,0,0,
23/05/18,32,659008,SIAME,DA1/8,",39",",01",0,0,",39",0,0,0,0,
23/05/18,32,659002,SIAME,DA5/11,"1,7",",01",0,0,"1,7",0,0,0,0,
23/05/18,32,400010,SIMPA,DA1/6,010708,"10,52",12,0,0,"10,52",0,0,0,0
23/05/18,32,400012,SIMPA,DA1/7,010710,"7,6","7,99",0,0,"7,6",0,0,0,0
23/05/18,32,400014,SIMPA,DA1/8,020712,"6,24","5,01",0,0,"6,24",0,0,0,0
23/05/18,32,400015,SIMPA,DA2/9,010714,"8,12",8,0,0,"8,12",0,0,0,0
23/05/18,32,400008,SIMPAR,DA,1/5,"14,47",6,0,0,"14,47",0,0,0,0
23/05/18,32,718003,SITSDA1/9,28/03/07,",31",",4",0,0,",31",0,0,0,0,
23/05/18,32,721003,SOKNA,DA1/5,020712,"1,35",",02",0,0,"1,35",0,0,0,0
23/05/18,32,721004,SOKNA,DA2/5,010714,"1,77",",01",0,0,"1,77",0,0,0,0
23/05/18,32,678006,SOMC,DA1/10,261211,",18",",01",0,0,",18",0,0,0,0
23/05/18,32,678007,SOMC,DA1/45,211212,",03",",02",0,0,",03",0,0,0,0
23/05/18,32,678008,SOMC,DA2/35,231213,",1",",08",0,0,",1",0,0,0,0
23/05/18,32,678009,SOMC,DA3/37,250814,",11",",09",0,0,",11",0,0,0,0
23/05/18,32,729005,SOPATDA1/10,140213,",14",",11",0,0,",14",0,0,0,0,
23/05/18,32,729003,SOPATDA1/20,010708,",1",",3",0,0,",1",0,0,0,0,
23/05/18,32,653009,SOT,DA1/22,010906,",17",",01",0,0,",17",0,0,0,0
23/05/18,32,653005,SOTETEL,DA1/6,",97",",01",0,0,",97",0,0,0,0,
23/05/18,32,656002,SOTUVER,DA,1/24,",8",",3",0,0,",8",0,0,0,0
23/05/18,32,656006,SOTUVER,DA,3/34,"1,59",",82",0,0,"1,59",0,0,0,0
23/05/18,32,664002,STEQ,DA2/5(8/4/02),"3,51",2,0,0,"3,51",0,0,0,0,
23/05/18,32,666002,STPIL,DA1/10,0703,"2,45","1,1",0,0,"2,45",0,0,0,0
23/05/18,32,666007,STPIL,DA1/17,20614,"1,07","1,02",0,0,"1,07",0,0,0,0
23/05/18,32,666005,STPIL,DA1/20,02712,"1,02",",01",0,0,"1,02",0,0,0,0
23/05/18,32,666004,STPIL,DA1/25301208,",86",",76",0,0,",86",0,0,0,0,
23/05/18,32,666006,STPIL,DA1/33,01713,",58",",51",0,0,",58",0,0,0,0
23/05/18,32,666003,STPILDA0807,1/10,"2,22",1,0,0,"2,22",0,0,0,0,
23/05/18,32,666010,STPILDA1/56,300617,",27",",24",",24",",24",",24",",24",",24",22,2,"5,28"
23/05/18,32,656009,STV02,3/10,010102,"4,09","2,05",0,0,"4,09",0,0,0,0
23/05/18,32,120047,TAIR,DA1/10,010799,",11",",01",0,0,",11",0,0,0,0
23/05/18,32,120049,TAIR,DA1/10,030700,",1",",01",0,0,",1",0,0,0,0
23/05/18,32,120056,TAIR,DA1/11,170709,",05",",01",0,0,",05",0,0,0,0
23/05/18,32,120053,TAIR,DA1/22,310806,",04",",01",0,0,",04",0,0,0,0
23/05/18,32,160026,TJARI,-,DA39,"2,18",",01",0,0,"2,18",0,0,0,0
23/05/18,32,160016,TJARI,-,(DA),"3,4",2,0,0,"3,4",0,0,0,0
23/05/18,32,160050,TJARIDA1/40,250518,"1,13","1,13",0,0,"1,13",0,0,0,0,
23/05/18,32,210095,TLS,DA,1/4,"10,52",8,0,0,"10,52",0,0,0,0
23/05/18,32,210098,TLS,DA,1/5(021202),"7,01",7,0,0,"7,01",0,0,0,0
23/05/18,32,210101,TLS,DA,1/6(181203),"5,09","5,52",0,0,"5,09",0,0,0,0
23/05/18,32,210106,TLS,DA,1/7(061204),"3,68",3,0,0,"3,68",0,0,0,0
23/05/18,32,210115,TLS,DA1/55(010307),",52",",52",0,0,",52",0,0,0,0,
23/05/18,32,120051,TUNISAIR,DA,1/10,",09",",01",0,0,",09",0,0,0,0
23/05/18,32,240069,UBCI,DA8/33,141013,"6,25",",12",0,0,"6,25",0,0,0,0
23/05/18,32,772002,UMED,D76/509,26716,"1,55","1,5",0,0,"1,55",0,0,0,0
23/05/18,32,720013,WIFAK,DA1/2,121015,"3,58",3,0,0,"3,58",0,0,0,0
23/05/18,51,150085,AMS,",94",",94",",94",",94",",94",",92",",95",1280,12,"1185,25",
23/05/18,51,740001,CARTHAGE,CEMENT,"2,1","2,1","2,1","2,11","2,11","2,07","2,11",116411,148,"243603,28"
23/05/18,51,764001,CEREALIS,"5,43","5,43","5,38","5,3","5,3","5,3","5,38",300,4,1606,
23/05/18,51,749001,HEXABYTE,"5,38","5,38","5,38","5,38","5,38","5,38","5,38",48,1,"258,24",
23/05/18,51,751001,LAND,OR,"9,67","9,67",0,0,"9,67",0,0,0,0,
23/05/18,51,770001,OFFICEPLAST,"2,76","2,76","2,76","2,76","2,76","2,76","2,84",3105,32,"8610,6",
23/05/18,51,734001,SERVICOM,"2,2","2,23","2,2","2,17","2,17","2,15","2,22",39687,82,"86096,94",
23/05/18,52,750001,AETECH,",48",",48",",48",",47",",47",",47",",48",12403,15,"5836,41",
23/05/18,52,766001,MAGHREB,INTERN,PUB,",94",",94",0,0,",94",0,0,0,0
