SEANCE,GROUPE,CODE,VALEUR,OUVERTURE,CLOTURE,PLUS_BAS,PLUS_HAUT,QUANTITE_NEGOCIEE,NB_TRANSACTION,CAPITAUX
12/04/2021,12,TN0004100202,TUNINVEST-SICAR,14.300,11.540,0.000,0.000,0,0,0.000
12/04/2021,12,TN0006060016,STAR,122.980,122.000,0.000,0.000,0,0,0.000
12/04/2021,12,TN0006670012,SIPHAT,3.840,5.240,5.240,5.240,11,2,57.640
12/04/2021,12,TN0007180011,SITS,2.360,2.320,2.320,2.320,1,1,2.320
12/04/2021,12,TN0007500010,AETECH,0.610,0.460,0.000,0.000,0,0,0.000
12/04/2021,12,TN0007600018,SOTEMAIL,3.540,3.330,0.000,0.000,0,0,0.000
12/04/2021,12,TN0007700016,OFFICEPLAST,2.100,2.000,2.000,2.000,1,1,2.000
12/04/2021,12,TN0007730013,SANIMED,1.910,1.950,0.000,0.000,0,0,0.000
12/04/2021,13,TN0004300307,SITEX,5.960,6.110,0.000,0.000,0,0,0.000
12/04/2021,21,TN0001300698,"BTEB0127T+3,25P7-2",100.000,100.000,0.000,0.000,0,0,0.000
12/04/2021,21,TN0001600485,TJARISA0522T+1.9P5,100.000,100.000,0.000,0.000,0,0,0.000
12/04/2021,21,TN0001600493,TJARISB05247.5P7-2,100.000,100.000,0.000,0.000,0,0,0.000
12/04/2021,21,TN0001900943,BHSA0521T+1.95%AP5,100.000,100.000,0.000,0.000,0,0,0.000
12/04/2021,21,TN0001901057,BHSB0425T+2.1%P7-2,100.000,100.000,0.000,0.000,0,0,0.000
12/04/2021,21,TN0001901107,BHSB0324T+2.3%INF5,100.000,100.000,0.000,0.000,0,0,0.000
12/04/2021,21,TN0002601003,STB0528T+1.75%AP20,100.000,100.000,0.000,0.000,0,0,0.000
12/04/2021,21,TN0002601177,STBSC1126T+2.8P7-2,100.000,100.000,0.000,0.000,0,0,0.000
12/04/2021,21,TN0003100781,BNASB825T+2.25P7-2,100.000,100.000,0.000,0.000,0,0,0.000
12/04/2021,21,TN0003400447,ABSUB0922T+1.3%P10,100.000,100.000,0.000,0.000,0,0,0.000
12/04/2021,21,TN0003400504,ABSB02227.45%AP7-2,100.000,100.000,0.000,0.000,0,0,0.000
12/04/2021,21,TN0003600483,ATB0523T+1.25%AP16,100.000,100.000,0.000,0.000,0,0,0.000
12/04/2021,21,TN0003600491,ATB0527T+1.75%AP20,100.000,100.000,0.000,0.000,0,0,0.000
12/04/2021,21,TN0003600509,ATB0532T+2.0%AP25,100.000,100.000,0.000,0.000,0,0,0.000
12/04/2021,21,TN0003600640,ATBSA325T+2.05P7-2,100.000,100.000,0.000,0.000,0,0,0.000
12/04/2021,21,TN0003600657,ATBSB0328T+2.1AP10,100.000,100.000,0.000,0.000,0,0,0.000
12/04/2021,21,TN0004620191,BTKSB12217.45%P7-2,100.000,100.000,0.000,0.000,0,0,0.000
12/04/2021,21,TN0004700696,ATLB0322T+2.35%AP5,100.000,100.000,0.000,0.000,0,0,0.000
12/04/2021,21,TN0004700738,ATLB0323T+2.35%AP5,100.000,100.000,0.000,0.000,0,0,0.000
12/04/2021,21,TN0006610513,TJLSB0623T+2.3%AP5,102.000,102.000,0.000,0.000,0,0,0.000
12/04/2021,21,TN0007190168,UNIFAB1123T+2.5%P5,100.000,100.000,0.000,0.000,0,0,0.000
12/04/2021,21,TN0007310352,HLA0222T+2.35%AP5,100.000,100.000,0.000,0.000,0,0,0.000
12/04/2021,32,TN0001100312,SFBTDA1/2(11/4/02),11.390,56.810,0.000,0.000,0,0,0.000
12/04/2021,32,TN0002200251,BTDA1/7(3/12/01),6.000,5.050,0.000,0.000,0,0,0.000
12/04/2021,32,TN0007140031,ASSDA1/9(01/07/05),1.300,0.850,0.000,0.000,0,0,0.000
12/04/2021,99,TN0001500859,AMS,0.900,0.820,0.820,0.820,1189,12,974.980
12/04/2021,99,TN0005030010,STIP,0.920,1.150,0.000,0.000,0,0,0.000
13/04/2021,11,TN0001000108,MONOPRIX,6.160,5.950,5.860,5.950,226,3,1342.360
13/04/2021,11,TN0001100254,SFBT,19.010,18.850,18.850,19.200,26444,107,502895.540
13/04/2021,11,TN0001200401,TUNISAIR,0.590,0.580,0.570,0.580,27667,21,15771.600
13/04/2021,11,TN0001800457,BIAT,94.300,115.000,114.710,115.300,1701,29,195653.600
13/04/2021,11,TN0001900604,BH,9.190,9.460,9.200,9.460,2052,12,19341.210
13/04/2021,11,TN0002200053,BT,6.800,6.770,6.740,6.780,10649,36,72120.390
13/04/2021,11,TN0002600955,STB,3.350,3.140,3.100,3.190,642,6,2001.370
13/04/2021,11,TN0003100609,BNA,8.840,7.300,7.260,7.300,8874,32,64672.580
13/04/2021,11,TN0003200755,ICF,70.000,67.870,67.870,69.500,132,10,9024.040
13/04/2021,11,TN0003600350,ATB,2.860,2.770,2.760,2.780,26024,28,72144.580
13/04/2021,11,TN0003900107,UIB,17.140,16.400,0.000,0.000,0,0,0.000
13/04/2021,11,TN0004000055,SIMPAR,33.000,34.500,0.000,0.000,0,0,0.000
13/04/2021,11,TN0004200853,CIL,16.140,18.500,18.490,18.500,165,3,3051.500
13/04/2021,11,TN0004700100,ATL,1.590,1.690,1.640,1.700,1323,7,2241.880
13/04/2021,11,TN0006530018,SOTETEL,4.880,3.660,3.590,3.680,1976,10,7180.060
13/04/2021,11,TN0006560015,SOTUVER,6.980,6.650,6.600,6.730,8893,9,59707.300
13/04/2021,11,TN0006580013,SOTUMAG,3.180,3.160,3.160,3.170,900,3,2844.150
13/04/2021,11,TN0006590012,SIAME,4.090,4.200,4.090,4.200,23463,43,97649.080
13/04/2021,11,TN0006650014,ELECTROSTAR,1.190,1.000,0.000,0.000,0,0,0.000
13/04/2021,11,TN0006660013,SOTRAPIL,11.800,12.200,0.000,0.000,0,0,0.000
13/04/2021,11,TN0006780019,SOMOCER,1.000,1.010,0.990,1.020,3826,15,3813.160
13/04/2021,11,TN0007130016,GIF-FILTER,1.370,0.900,0.860,0.900,21541,57,18929.350
13/04/2021,11,TN0007140015,ASSAD,4.440,4.130,4.020,4.140,6400,22,26019.420
13/04/2021,11,TN0007210016,ESSOUKNA,2.860,2.570,2.500,2.570,92,2,230.070
13/04/2021,11,TN0007250012,ADWYA,4.470,4.750,4.750,4.890,19160,40,91239.980
13/04/2021,11,TN0007270010,TPR,4.150,4.150,4.100,4.150,3409,10,13978.900
13/04/2021,11,TN0007290018,SOPAT,1.300,1.370,1.370,1.370,45221,9,61952.770
13/04/2021,11,TN0007300015,ARTES,4.100,4.000,4.000,4.100,5022,11,20093.200
13/04/2021,11,TN0007340011,SERVICOM,2.010,2.050,2.010,2.060,4539,23,9148.980
13/04/2021,11,TN0007570013,EURO-CYCLES,25.600,29.400,29.000,29.800,23492,121,686225.990
13/04/2021,11,TN0007590011,CELLCOM,4.970,4.900,4.790,4.900,600,3,2929.000
13/04/2021,11,TN0007610017,SAH,12.300,12.870,12.790,12.940,12667,61,163021.450
13/04/2021,11,TN0007620016,MPBS,3.840,2.980,2.980,3.000,1045,3,3134.200
13/04/2021,11,TN0007630015,SOTIPAPIER,4.600,4.040,3.980,4.040,58765,65,235345.940
13/04/2021,11,TN0007640014,CEREALIS,9.200,9.120,0.000,0.000,0,0,0.000
13/04/2021,11,TN0007690019,UADH,2.770,0.860,0.000,0.000,0,0,0.000
13/04/2021,11,TN0007720014,UNIMED,9.750,8.000,8.000,8.100,5485,18,43938.000
13/04/2021,12,TN0002400505,UBCI,20.120,21.950,0.000,0.000,0,0,0.000
13/04/2021,12,TN0003000452,ASTREE,59.500,59.000,0.000,0.000,0,0,0.000
13/04/2021,12,TN0003800703,ALKIMIA,47.800,45.640,0.000,0.000,0,0,0.000
13/04/2021,12,TN0004100202,TUNINVEST-SICAR,14.300,11.540,11.540,11.540,211,2,2434.940
13/04/2021,12,TN0006060016,STAR,122.980,120.900,120.900,120.900,25,1,3022.500
13/04/2021,12,TN0006670012,SIPHAT,3.840,5.240,0.000,0.000,0,0,0.000
13/04/2021,12,TN0007180011,SITS,2.360,2.270,2.270,2.270,2439,1,5536.530
13/04/2021,12,TN0007500010,AETECH,0.610,0.450,0.450,0.450,2956,3,1330.200
13/04/2021,12,TN0007600018,SOTEMAIL,3.540,3.330,0.000,0.000,0,0,0.000
13/04/2021,12,TN0007700016,OFFICEPLAST,2.100,2.000,0.000,0.000,0,0,0.000
13/04/2021,12,TN0007730013,SANIMED,1.910,1.950,0.000,0.000,0,0,0.000
13/04/2021,13,TN0004300307,SITEX,5.960,6.110,0.000,0.000,0,0,0.000
13/04/2021,21,TN0001300698,"BTEB0127T+3,25P7-2",100.000,100.000,0.000,0.000,0,0,0.000
13/04/2021,21,TN0001600485,TJARISA0522T+1.9P5,100.000,100.000,0.000,0.000,0,0,0.000
13/04/2021,21,TN0001600493,TJARISB05247.5P7-2,100.000,100.000,0.000,0.000,0,0,0.000
13/04/2021,21,TN0001900943,BHSA0521T+1.95%AP5,100.000,100.000,0.000,0.000,0,0,0.000
13/04/2021,21,TN0001901057,BHSB0425T+2.1%P7-2,100.000,100.000,0.000,0.000,0,0,0.000
13/04/2021,21,TN0001901107,BHSB0324T+2.3%INF5,100.000,100.000,0.000,0.000,0,0,0.000
13/04/2021,21,TN0002601003,STB0528T+1.75%AP20,100.000,100.000,0.000,0.000,0,0,0.000
13/04/2021,21,TN0002601177,STBSC1126T+2.8P7-2,100.000,100.000,0.000,0.000,0,0,0.000
13/04/2021,21,TN0003100781,BNASB825T+2.25P7-2,100.000,100.000,0.000,0.000,0,0,0.000
13/04/2021,21,TN0003400447,ABSUB0922T+1.3%P10,100.000,100.000,0.000,0.000,0,0,0.000
13/04/2021,21,TN0003400504,ABSB02227.45%AP7-2,100.000,100.000,0.000,0.000,0,0,0.000
13/04/2021,21,TN0003600483,ATB0523T+1.25%AP16,100.000,100.000,0.000,0.000,0,0,0.000
13/04/2021,21,TN0003600491,ATB0527T+1.75%AP20,100.000,100.000,0.000,0.000,0,0,0.000
13/04/2021,21,TN0003600509,ATB0532T+2.0%AP25,100.000,100.000,0.000,0.000,0,0,0.000
13/04/2021,21,TN0003600640,ATBSA325T+2.05P7-2,100.000,100.000,0.000,0.000,0,0,0.000
13/04/2021,21,TN0003600657,ATBSB0328T+2.1AP10,100.000,100.000,0.000,0.000,0,0,0.000
13/04/2021,21,TN0004620191,BTKSB12217.45%P7-2,100.000,100.000,0.000,0.000,0,0,0.000
13/04/2021,21,TN0004700696,ATLB0322T+2.35%AP5,100.000,100.000,0.000,0.000,0,0,0.000
13/04/2021,21,TN0004700738,ATLB0323T+2.35%AP5,100.000,100.000,0.000,0.000,0,0,0.000
13/04/2021,21,TN0006610513,TJLSB0623T+2.3%AP5,102.000,102.000,0.000,0.000,0,0,0.000
13/04/2021,21,TN0007190168,UNIFAB1123T+2.5%P5,100.000,100.000,0.000,0.000,0,0,0.000
13/04/2021,21,TN0007310352,HLA0222T+2.35%AP5,100.000,100.000,0.000,0.000,0,0,0.000
13/04/2021,32,TN0001100312,SFBTDA1/2(11/4/02),11.390,56.110,0.000,0.000,0,0,0.000
13/04/2021,32,TN0002200251,BTDA1/7(3/12/01),6.000,5.040,0.000,0.000,0,0,0.000
13/04/2021,32,TN0007140031,ASSDA1/9(01/07/05),1.300,0.860,0.000,0.000,0,0,0.000
13/04/2021,99,TN0001500859,AMS,0.900,0.790,0.790,0.790,2424,15,1914.960
13/04/2021,99,TN0005030010,STIP,0.920,1.150,0.000,0.000,0,0,0.000
14/04/2021,11,TN0001000108,MONOPRIX,6.160,5.940,5.800,5.940,3062,7,17921.180
14/04/2021,11,TN0001100254,SFBT,19.010,18.750,18.640,18.890,8764,91,164558.290
14/04/2021,11,TN0001200401,TUNISAIR,0.590,0.580,0.570,0.580,7253,15,4170.750
14/04/2021,11,TN0001800457,BIAT,94.300,112.990,112.000,115.000,2408,38,274640.640
14/04/2021,11,TN0001900604,BH,9.190,9.400,9.320,9.450,2603,11,24502.920
14/04/2021,11,TN0002200053,BT,6.800,6.740,6.550,6.750,14480,38,97156.810
14/04/2021,11,TN0002600955,STB,3.350,3.120,3.060,3.150,811,5,2482.470
14/04/2021,11,TN0003100609,BNA,8.840,7.300,7.300,7.400,1127,9,8252.200
14/04/2021,11,TN0003200755,ICF,70.000,65.840,65.840,66.010,184,22,12117.930
14/04/2021,11,TN0003600350,ATB,2.860,2.790,2.740,2.800,29011,36,80084.840
14/04/2021,11,TN0003900107,UIB,17.140,16.400,16.100,16.400,31,2,499.400
14/04/2021,11,TN0004000055,SIMPAR,33.000,34.500,0.000,0.000,0,0,0.000
14/04/2021,11,TN0004200853,CIL,16.140,18.580,18.580,18.580,200,4,3716.000
14/04/2021,11,TN0004700100,ATL,1.590,1.640,1.640,1.690,1832,8,3073.230
14/04/2021,11,TN0006530018,SOTETEL,4.880,3.620,3.620,3.660,2820,20,10227.850
14/04/2021,11,TN0006560015,SOTUVER,6.980,6.690,6.600,6.700,8319,22,54952.590
14/04/2021,11,TN0006580013,SOTUMAG,3.180,3.160,3.160,3.160,25,1,79.000
14/04/2021,11,TN0006590012,SIAME,4.090,4.270,4.150,4.280,14321,51,60626.300
14/04/2021,11,TN0006650014,ELECTROSTAR,1.190,1.000,0.000,0.000,0,0,0.000
14/04/2021,11,TN0006660013,SOTRAPIL,11.800,12.200,12.200,12.350,521,6,6356.650
14/04/2021,11,TN0006780019,SOMOCER,1.000,1.010,0.990,1.020,15949,32,15832.970
14/04/2021,11,TN0007130016,GIF-FILTER,1.370,0.880,0.880,0.890,2610,10,2299.000
14/04/2021,11,TN0007140015,ASSAD,4.440,4.100,4.030,4.100,12562,43,50866.780
14/04/2021,11,TN0007210016,ESSOUKNA,2.860,2.570,0.000,0.000,0,0,0.000
14/04/2021,11,TN0007250012,ADWYA,4.470,4.800,4.750,4.890,11367,36,54037.740
14/04/2021,11,TN0007270010,TPR,4.150,4.150,4.150,4.150,3207,9,13309.050
14/04/2021,11,TN0007290018,SOPAT,1.300,1.370,1.350,1.370,41836,24,56932.320
14/04/2021,11,TN0007300015,ARTES,4.100,4.050,3.980,4.050,5327,13,21302.160
14/04/2021,11,TN0007340011,SERVICOM,2.010,2.040,1.990,2.060,22719,100,45421.610
14/04/2021,11,TN0007570013,EURO-CYCLES,25.600,29.550,29.400,29.580,9658,72,284705.740
14/04/2021,11,TN0007590011,CELLCOM,4.970,4.900,4.900,4.900,1,1,4.900
14/04/2021,11,TN0007610017,SAH,12.300,12.840,12.780,12.870,9215,47,118362.520
14/04/2021,11,TN0007620016,MPBS,3.840,3.000,2.950,3.000,2762,5,8196.400
14/04/2021,11,TN0007630015,SOTIPAPIER,4.600,4.260,4.060,4.270,96081,162,400718.840
14/04/2021,11,TN0007640014,CEREALIS,9.200,9.120,9.120,9.120,100,1,912.000
14/04/2021,11,TN0007690019,UADH,2.770,0.830,0.830,0.890,164023,224,139721.380
14/04/2021,11,TN0007720014,UNIMED,9.750,8.000,7.920,8.000,5071,23,40463.680
14/04/2021,12,TN0002400505,UBCI,20.120,22.600,22.600,22.600,2,1,45.200
14/04/2021,12,TN0003000452,ASTREE,59.500,59.000,0.000,0.000,0,0,0.000
14/04/2021,12,TN0003800703,ALKIMIA,47.800,45.640,0.000,0.000,0,0,0.000
14/04/2021,12,TN0004100202,TUNINVEST-SICAR,14.300,11.500,11.500,11.500,300,1,3450.000
14/04/2021,12,TN0006060016,STAR,122.980,120.980,120.980,120.980,130,7,15727.400
14/04/2021,12,TN0006670012,SIPHAT,3.840,5.390,5.390,5.390,2,1,10.780
14/04/2021,12,TN0007180011,SITS,2.360,2.330,2.270,2.270,348,2,789.960
14/04/2021,12,TN0007500010,AETECH,0.610,0.450,0.450,0.450,1,1,0.450
14/04/2021,12,TN0007600018,SOTEMAIL,3.540,3.330,0.000,0.000,0,0,0.000
14/04/2021,12,TN0007700016,OFFICEPLAST,2.100,1.940,1.940,1.940,100,2,194.000
14/04/2021,12,TN0007730013,SANIMED,1.910,1.950,0.000,0.000,0,0,0.000
14/04/2021,13,TN0004300307,SITEX,5.960,6.110,0.000,0.000,0,0,0.000
14/04/2021,21,TN0001300698,"BTEB0127T+3,25P7-2",100.000,100.000,0.000,0.000,0,0,0.000
14/04/2021,21,TN0001600485,TJARISA0522T+1.9P5,100.000,100.000,0.000,0.000,0,0,0.000
14/04/2021,21,TN0001600493,TJARISB05247.5P7-2,100.000,100.000,0.000,0.000,0,0,0.000
14/04/2021,21,TN0001900943,BHSA0521T+1.95%AP5,100.000,100.000,0.000,0.000,0,0,0.000
14/04/2021,21,TN0001901057,BHSB0425T+2.1%P7-2,100.000,100.000,0.000,0.000,0,0,0.000
14/04/2021,21,TN0001901107,BHSB0324T+2.3%INF5,100.000,100.000,0.000,0.000,0,0,0.000
14/04/2021,21,TN0002601003,STB0528T+1.75%AP20,100.000,100.000,0.000,0.000,0,0,0.000
14/04/2021,21,TN0002601177,STBSC1126T+2.8P7-2,100.000,100.000,0.000,0.000,0,0,0.000
14/04/2021,21,TN0003100781,BNASB825T+2.25P7-2,100.000,100.000,0.000,0.000,0,0,0.000
14/04/2021,21,TN0003400447,ABSUB0922T+1.3%P10,100.000,100.000,0.000,0.000,0,0,0.000
14/04/2021,21,TN0003400504,ABSB02227.45%AP7-2,100.000,100.000,0.000,0.000,0,0,0.000
14/04/2021,21,TN0003600483,ATB0523T+1.25%AP16,100.000,100.000,0.000,0.000,0,0,0.000
14/04/2021,21,TN0003600491,ATB0527T+1.75%AP20,100.000,100.000,0.000,0.000,0,0,0.000
14/04/2021,21,TN0003600509,ATB0532T+2.0%AP25,100.000,100.000,0.000,0.000,0,0,0.000
14/04/2021,21,TN0003600640,ATBSA325T+2.05P7-2,100.000,100.000,0.000,0.000,0,0,0.000
14/04/2021,21,TN0003600657,ATBSB0328T+2.1AP10,100.000,100.000,0.000,0.000,0,0,0.000
14/04/2021,21,TN0004620191,BTKSB12217.45%P7-2,100.000,100.000,0.000,0.000,0,0,0.000
14/04/2021,21,TN0004700696,ATLB0322T+2.35%AP5,100.000,100.000,0.000,0.000,0,0,0.000
14/04/2021,21,TN0004700738,ATLB0323T+2.35%AP5,100.000,100.000,0.000,0.000,0,0,0.000
14/04/2021,21,TN0006610513,TJLSB0623T+2.3%AP5,102.000,102.000,0.000,0.000,0,0,0.000
14/04/2021,21,TN0007190168,UNIFAB1123T+2.5%P5,100.000,100.000,0.000,0.000,0,0,0.000
14/04/2021,21,TN0007310352,HLA0222T+2.35%AP5,100.000,100.000,0.000,0.000,0,0,0.000
14/04/2021,32,TN0001100312,SFBTDA1/2(11/4/02),11.390,54.440,0.000,0.000,0,0,0.000
14/04/2021,32,TN0002200251,BTDA1/7(3/12/01),6.000,5.030,0.000,0.000,0,0,0.000
14/04/2021,32,TN0007140031,ASSDA1/9(01/07/05),1.300,0.860,0.000,0.000,0,0,0.000
14/04/2021,99,TN0001500859,AMS,0.900,0.790,0.790,0.790,425,5,335.750
14/04/2021,99,TN0005030010,STIP,0.920,1.150,0.000,0.000,0,0,0.000
15/04/2021,11,TN0001000108,MONOPRIX,6.160,5.940,5.770,5.940,5278,20,30558.000
15/04/2021,11,TN0001100254,SFBT,19.010,18.750,18.570,18.750,12868,86,239990.650
15/04/2021,11,TN0001200401,TUNISAIR,0.590,0.580,0.570,0.580,21942,34,12508.400
15/04/2021,11,TN0001800457,BIAT,94.300,113.000,112.500,113.200,608,29,68710.390
15/04/2021,11,TN0001900604,BH,9.190,9.120,9.120,9.320,6922,12,64262.310
15/04/2021,11,TN0002200053,BT,6.800,6.700,6.650,6.740,5176,18,34567.960
15/04/2021,11,TN0002600955,STB,3.350,3.060,3.060,3.150,4140,10,12668.850
15/04/2021,11,TN0003100609,BNA,8.840,7.250,7.230,7.300,5138,16,37272.930
15/04/2021,11,TN0003200755,ICF,70.000,65.700,65.000,65.840,295,16,19265.430
15/04/2021,11,TN0003600350,ATB,2.860,2.710,2.710,2.770,7970,31,21681.750
15/04/2021,11,TN0003900107,UIB,17.140,16.390,16.100,16.390,201,4,3236.390
15/04/2021,11,TN0004000055,SIMPAR,33.000,34.500,0.000,0.000,0,0,0.000
15/04/2021,11,TN0004200853,CIL,16.140,18.580,0.000,0.000,0,0,0.000
15/04/2021,11,TN0004700100,ATL,1.590,1.670,1.670,1.670,502,5,838.340
15/04/2021,11,TN0006530018,SOTETEL,4.880,3.600,3.600,3.650,2440,10,8834.000
15/04/2021,11,TN0006560015,SOTUVER,6.980,6.650,6.540,6.650,16407,63,107531.860
15/04/2021,11,TN0006580013,SOTUMAG,3.180,3.150,3.110,3.150,785,5,2441.750
15/04/2021,11,TN0006590012,SIAME,4.090,4.240,4.200,4.270,10995,19,46576.670
15/04/2021,11,TN0006650014,ELECTROSTAR,1.190,0.970,0.970,0.990,1038,9,1008.280
15/04/2021,11,TN0006660013,SOTRAPIL,11.800,12.200,12.200,12.200,162,2,1976.400
15/04/2021,11,TN0006780019,SOMOCER,1.000,1.010,0.000,0.000,0,0,0.000
15/04/2021,11,TN0007130016,GIF-FILTER,1.370,0.850,0.850,0.860,1925,10,1645.450
15/04/2021,11,TN0007140015,ASSAD,4.440,4.050,4.000,4.100,5680,28,22827.240
15/04/2021,11,TN0007210016,ESSOUKNA,2.860,2.570,0.000,0.000,0,0,0.000
15/04/2021,11,TN0007250012,ADWYA,4.470,4.800,4.730,4.870,3086,24,14686.920
15/04/2021,11,TN0007270010,TPR,4.150,4.170,4.150,4.170,3649,12,15148.830
15/04/2021,11,TN0007290018,SOPAT,1.300,1.380,1.330,1.380,24057,14,32675.970
15/04/2021,11,TN0007300015,ARTES,4.100,4.090,4.000,4.100,20713,24,83673.200
15/04/2021,11,TN0007340011,SERVICOM,2.010,2.060,1.980,2.060,4914,19,9840.740
15/04/2021,11,TN0007570013,EURO-CYCLES,25.600,29.400,29.000,29.570,15334,50,446003.170
15/04/2021,11,TN0007590011,CELLCOM,4.970,4.890,4.760,4.890,7911,11,38656.190
15/04/2021,11,TN0007610017,SAH,12.300,12.740,12.700,12.870,17893,55,228302.480
15/04/2021,11,TN0007620016,MPBS,3.840,2.990,2.930,2.990,6547,16,19229.310
15/04/2021,11,TN0007630015,SOTIPAPIER,4.600,4.200,4.160,4.270,21886,66,92344.120
15/04/2021,11,TN0007640014,CEREALIS,9.200,9.120,9.120,9.120,1110,3,10123.200
15/04/2021,11,TN0007690019,UADH,2.770,0.780,0.800,0.800,14887,33,11909.600
15/04/2021,11,TN0007720014,UNIMED,9.750,7.990,7.900,8.000,2387,7,19061.000
15/04/2021,12,TN0002400505,UBCI,20.120,22.800,22.800,22.800,118,4,2690.400
15/04/2021,12,TN0003000452,ASTREE,59.500,59.000,0.000,0.000,0,0,0.000
15/04/2021,12,TN0003800703,ALKIMIA,47.800,45.640,0.000,0.000,0,0,0.000
15/04/2021,12,TN0004100202,TUNINVEST-SICAR,14.300,11.800,11.800,11.800,2500,1,29500.000
15/04/2021,12,TN0006060016,STAR,122.980,121.900,121.900,123.000,641,10,78264.400
15/04/2021,12,TN0006670012,SIPHAT,3.840,5.490,5.490,5.490,40,1,219.600
15/04/2021,12,TN0007180011,SITS,2.360,2.390,2.330,2.390,2300,5,5479.000
15/04/2021,12,TN0007500010,AETECH,0.610,0.450,0.450,0.450,108,4,48.600
15/04/2021,12,TN0007600018,SOTEMAIL,3.540,3.330,0.000,0.000,0,0,0.000
15/04/2021,12,TN0007700016,OFFICEPLAST,2.100,1.950,1.950,1.950,363,2,707.850
15/04/2021,12,TN0007730013,SANIMED,1.910,1.950,0.000,0.000,0,0,0.000
15/04/2021,13,TN0004300307,SITEX,5.960,6.110,0.000,0.000,0,0,0.000
15/04/2021,21,TN0001300698,"BTEB0127T+3,25P7-2",100.000,100.000,0.000,0.000,0,0,0.000
15/04/2021,21,TN0001600485,TJARISA0522T+1.9P5,100.000,100.000,0.000,0.000,0,0,0.000
15/04/2021,21,TN0001600493,TJARISB05247.5P7-2,100.000,100.000,0.000,0.000,0,0,0.000
15/04/2021,21,TN0001900943,BHSA0521T+1.95%AP5,100.000,100.000,0.000,0.000,0,0,0.000
15/04/2021,21,TN0001901057,BHSB0425T+2.1%P7-2,100.000,100.000,0.000,0.000,0,0,0.000
15/04/2021,21,TN0001901107,BHSB0324T+2.3%INF5,100.000,100.000,0.000,0.000,0,0,0.000
15/04/2021,21,TN0002601003,STB0528T+1.75%AP20,100.000,100.000,0.000,0.000,0,0,0.000
15/04/2021,21,TN0002601177,STBSC1126T+2.8P7-2,100.000,100.000,0.000,0.000,0,0,0.000
15/04/2021,21,TN0003100781,BNASB825T+2.25P7-2,100.000,100.000,0.000,0.000,0,0,0.000
15/04/2021,21,TN0003400447,ABSUB0922T+1.3%P10,100.000,100.000,0.000,0.000,0,0,0.000
15/04/2021,21,TN0003400504,ABSB02227.45%AP7-2,100.000,100.000,0.000,0.000,0,0,0.000
15/04/2021,21,TN0003600483,ATB0523T+1.25%AP16,100.000,100.000,0.000,0.000,0,0,0.000
15/04/2021,21,TN0003600491,ATB0527T+1.75%AP20,100.000,100.000,0.000,0.000,0,0,0.000
15/04/2021,21,TN0003600509,ATB0532T+2.0%AP25,100.000,100.000,0.000,0.000,0,0,0.000
15/04/2021,21,TN0003600640,ATBSA325T+2.05P7-2,100.000,100.000,0.000,0.000,0,0,0.000
15/04/2021,21,TN0003600657,ATBSB0328T+2.1AP10,100.000,100.000,0.000,0.000,0,0,0.000
15/04/2021,21,TN0004620191,BTKSB12217.45%P7-2,100.000,100.000,0.000,0.000,0,0,0.000
15/04/2021,21,TN0004700696,ATLB0322T+2.35%AP5,100.000,100.000,0.000,0.000,0,0,0.000
15/04/2021,21,TN0004700738,ATLB0323T+2.35%AP5,100.000,100.000,0.000,0.000,0,0,0.000
15/04/2021,21,TN0006610513,TJLSB0623T+2.3%AP5,102.000,102.000,0.000,0.000,0,0,0.000
15/04/2021,21,TN0007190168,UNIFAB1123T+2.5%P5,100.000,100.000,0.000,0.000,0,0,0.000
15/04/2021,21,TN0007310352,HLA0222T+2.35%AP5,100.000,100.000,0.000,0.000,0,0,0.000
15/04/2021,32,TN0001100312,SFBTDA1/2(11/4/02),11.390,54.180,0.000,0.000,0,0,0.000
15/04/2021,32,TN0002200251,BTDA1/7(3/12/01),6.000,5.010,0.000,0.000,0,0,0.000
15/04/2021,32,TN0007140031,ASSDA1/9(01/07/05),1.300,0.850,0.000,0.000,0,0,0.000
15/04/2021,99,TN0001500859,AMS,0.900,0.770,0.770,0.770,1931,14,1486.870
15/04/2021,99,TN0005030010,STIP,0.920,1.180,1.180,1.180,250,3,295.000
16/04/2021,11,TN0001000108,MONOPRIX,6.160,5.850,5.850,5.940,1006,4,5885.640
16/04/2021,11,TN0001100254,SFBT,19.010,18.430,18.300,18.740,13568,75,250171.620
16/04/2021,11,TN0001200401,TUNISAIR,0.590,0.570,0.570,0.580,20892,32,11915.550
16/04/2021,11,TN0001800457,BIAT,94.300,112.500,112.500,113.000,866,27,97800.650
16/04/2021,11,TN0001900604,BH,9.190,9.100,9.050,9.390,702,13,6439.340
16/04/2021,11,TN0002200053,BT,6.800,6.600,6.560,6.700,8564,37,56646.990
16/04/2021,11,TN0002600955,STB,3.350,3.060,3.060,3.150,2314,9,7081.290
16/04/2021,11,TN0003100609,BNA,8.840,7.170,7.170,7.250,13816,38,99557.520
16/04/2021,11,TN0003200755,ICF,70.000,65.700,65.000,65.840,122,7,8013.850
16/04/2021,11,TN0003600350,ATB,2.860,2.700,2.680,2.770,518234,40,1449178.750
16/04/2021,11,TN0003900107,UIB,17.140,16.390,16.120,16.390,400,2,6475.000
16/04/2021,11,TN0004000055,SIMPAR,33.000,34.500,0.000,0.000,0,0,0.000
