SEANCE,GROUPE,CODE,VALEUR,OUVERTURE,CLOTURE,PLUS_BAS,PLUS_HAUT,QUANTITE_NEGOCIEE,NB_TRANSACTION,CAPITAUX
----------,-------,------------,--------------------,-----------,-----------,-----------,-----------,------------------,---------------,-----------------
04/01/2021,11,TN0001000108,MONOPRIX,6.160,6.020,6.020,6.290,712,11,4308.750
04/01/2021,11,TN0001100254,SFBT,19.010,18.800,18.750,19.010,26225,87,493305.570
04/01/2021,11,TN0001200401,TUNISAIR,0.590,0.580,0.580,0.580,22816,42,13233.280
04/01/2021,11,TN0001500859,AMS,0.900,0.880,0.880,0.920,2115,10,1865.200
04/01/2021,11,TN0001800457,BIAT,94.300,93.290,93.290,93.500,723,15,67555.960
04/01/2021,11,TN0001900604,BH,9.190,8.930,8.920,9.000,2945,14,26335.150
04/01/2021,11,TN0002200053,BT,6.800,6.660,6.600,6.790,23867,82,158601.140
04/01/2021,11,TN0002600955,STB,3.350,3.360,3.290,3.390,1765,6,5905.930
04/01/2021,11,TN0003100609,BNA,8.840,8.600,8.580,8.600,4947,20,42523.790
04/01/2021,11,TN0003200755,ICF,70.000,69.800,68.550,69.800,34,4,2331.960
04/01/2021,11,TN0003600350,ATB,2.860,2.940,2.930,2.940,7882,6,23150.780
04/01/2021,11,TN0003900107,UIB,17.140,17.140,17.110,17.200,8388,14,144084.610
04/01/2021,11,TN0004000055,SIMPAR,33.000,33.000,0.000,0.000,0,0,0.000
04/01/2021,11,TN0004200853,CIL,16.140,16.350,16.350,16.620,768,5,12559.230
04/01/2021,11,TN0004700100,ATL,1.590,1.590,1.560,1.590,2026,16,3177.610
04/01/2021,11,TN0006530018,SOTETEL,4.880,4.840,4.800,4.940,2429,19,11672.580
04/01/2021,11,TN0006560015,SOTUVER,6.980,6.870,6.850,6.970,15287,34,105328.220
04/01/2021,11,TN0006580013,SOTUMAG,3.180,3.180,3.180,3.180,63,3,200.340
04/01/2021,11,TN0006590012,SIAME,4.090,4.050,3.970,4.050,10999,31,44043.140
04/01/2021,11,TN0006650014,ELECTROSTAR,1.190,1.220,1.160,1.220,850,6,992.050
04/01/2021,11,TN0006660013,SOTRAPIL,11.800,12.100,11.710,12.100,18,4,216.720
04/01/2021,11,TN0006780019,SOMOCER,1.000,1.040,1.010,1.050,282689,235,292555.590
04/01/2021,11,TN0007130016,GIF-FILTER,1.370,1.310,1.310,1.370,37499,91,49828.120
04/01/2021,11,TN0007140015,ASSAD,4.440,4.440,4.400,4.500,1195,12,5273.040
04/01/2021,11,TN0007210016,ESSOUKNA,2.860,2.860,2.860,2.860,20,2,57.200
04/01/2021,11,TN0007250012,ADWYA,4.470,4.500,4.350,4.540,8161,18,36628.320
04/01/2021,11,TN0007270010,TPR,4.150,4.000,3.910,4.030,32861,146,129248.350
04/01/2021,11,TN0007290018,SOPAT,1.300,1.320,1.300,1.320,685,7,903.250
04/01/2021,11,TN0007300015,ARTES,4.100,4.100,4.060,4.100,11,2,44.700
04/01/2021,11,TN0007340011,SERVICOM,2.010,2.000,1.970,2.000,10612,26,20946.880
04/01/2021,11,TN0007570013,EURO-CYCLES,25.600,25.460,25.400,25.960,15766,83,402969.960
04/01/2021,11,TN0007590011,CELLCOM,4.970,4.950,4.830,4.950,15,2,73.050
04/01/2021,11,TN0007610017,SAH,12.300,12.180,12.180,12.350,18682,79,227927.920
04/01/2021,11,TN0007620016,MPBS,3.840,3.730,3.730,3.810,1775,20,6631.320
04/01/2021,11,TN0007630015,SOTIPAPIER,4.600,4.600,4.480,4.670,6376,20,29063.760
04/01/2021,11,TN0007640014,CEREALIS,9.200,9.450,9.450,9.450,1,1,9.450
04/01/2021,11,TN0007690019,UADH,2.770,2.720,2.720,2.840,127024,222,347217.280
04/01/2021,11,TN0007720014,UNIMED,9.750,9.550,9.550,9.600,8421,19,80814.480
04/01/2021,12,TN0002400505,UBCI,20.120,20.150,20.150,20.150,99,2,1994.850
04/01/2021,12,TN0003000452,ASTREE,59.500,59.500,0.000,0.000,0,0,0.000
04/01/2021,12,TN0003800703,ALKIMIA,47.800,47.800,0.000,0.000,0,0,0.000
04/01/2021,12,TN0004100202,TUNINVEST-SICAR,14.300,14.500,14.500,14.500,2,1,29.000
04/01/2021,12,TN0006060016,STAR,122.980,119.300,119.300,119.300,50,4,5965.000
04/01/2021,12,TN0006640015,STEQ,6.500,6.500,0.000,0.000,0,0,0.000
04/01/2021,12,TN0006670012,SIPHAT,3.840,3.840,0.000,0.000,0,0,0.000
04/01/2021,12,TN0007180011,SITS,2.360,2.360,2.360,2.360,70534,11,166460.240
04/01/2021,12,TN0007500010,AETECH,0.610,0.630,0.600,0.600,15,1,9.000
04/01/2021,12,TN0007600018,SOTEMAIL,3.540,3.540,0.000,0.000,0,0,0.000
04/01/2021,12,TN0007700016,OFFICEPLAST,2.100,2.150,2.150,2.150,102,2,219.300
04/01/2021,12,TN0007730013,SANIMED,1.910,1.960,1.960,1.960,50,2,98.000
04/01/2021,13,TN0004300307,SITEX,5.960,6.130,0.000,0.000,0,0,0.000
04/01/2021,21,TN0001300698,"BTEB0127T+3,25P7-2",100.000,100.000,0.000,0.000,0,0,0.000
04/01/2021,21,TN0001600485,TJARISA0522T+1.9P5,100.000,100.000,0.000,0.000,0,0,0.000
04/01/2021,21,TN0001600493,TJARISB05247.5P7-2,100.000,100.000,0.000,0.000,0,0,0.000
04/01/2021,21,TN0001900943,BHSA0521T+1.95%AP5,100.000,100.000,0.000,0.000,0,0,0.000
04/01/2021,21,TN0001901057,BHSB0425T+2.1%P7-2,100.000,100.000,0.000,0.000,0,0,0.000
04/01/2021,21,TN0001901107,BHSB0324T+2.3%INF5,100.000,100.000,0.000,0.000,0,0,0.000
04/01/2021,21,TN0002601003,STB0528T+1.75%AP20,100.000,100.000,0.000,0.000,0,0,0.000
04/01/2021,21,TN0002601177,STBSC1126T+2.8P7-2,100.000,100.000,0.000,0.000,0,0,0.000
04/01/2021,21,TN0003100781,BNASB825T+2.25P7-2,100.000,100.000,0.000,0.000,0,0,0.000
04/01/2021,21,TN0003400447,ABSUB0922T+1.3%P10,100.000,100.000,0.000,0.000,0,0,0.000
04/01/2021,21,TN0003400504,ABSB02227.45%AP7-2,100.000,100.000,0.000,0.000,0,0,0.000
04/01/2021,21,TN0003600483,ATB0523T+1.25%AP16,100.000,100.000,0.000,0.000,0,0,0.000
04/01/2021,21,TN0003600491,ATB0527T+1.75%AP20,100.000,100.000,0.000,0.000,0,0,0.000
04/01/2021,21,TN0003600509,ATB0532T+2.0%AP25,100.000,100.000,0.000,0.000,0,0,0.000
04/01/2021,21,TN0003600640,ATBSA325T+2.05P7-2,100.000,100.000,0.000,0.000,0,0,0.000
04/01/2021,21,TN0003600657,ATBSB0328T+2.1AP10,100.000,100.000,0.000,0.000,0,0,0.000
04/01/2021,21,TN0004620191,BTKSB12217.45%P7-2,100.000,100.000,0.000,0.000,0,0,0.000
04/01/2021,21,TN0004700647,ATLB0221T+2.35%AP5,100.000,100.000,0.000,0.000,0,0,0.000
04/01/2021,21,TN0004700696,ATLB0322T+2.35%AP5,100.000,100.000,0.000,0.000,0,0,0.000
04/01/2021,21,TN0004700738,ATLB0323T+2.35%AP5,100.000,100.000,0.000,0.000,0,0,0.000
04/01/2021,21,TN0006610513,TJLSB0623T+2.3%AP5,102.000,102.000,0.000,0.000,0,0,0.000
04/01/2021,21,TN0007190143,UNIFAC0221T+2.5%P5,100.000,100.000,0.000,0.000,0,0,0.000
04/01/2021,21,TN0007190168,UNIFAB1123T+2.5%P5,100.000,100.000,0.000,0.000,0,0,0.000
04/01/2021,21,TN0007310287,HLA0321T+2.35%AP5,100.000,100.000,0.000,0.000,0,0,0.000
04/01/2021,21,TN0007310352,HLA0222T+2.35%AP5,100.000,100.000,0.000,0.000,0,0,0.000
04/01/2021,32,TN0001100312,SFBTDA1/2(11/4/02),11.390,54.850,0.000,0.000,0,0,0.000
04/01/2021,32,TN0002200251,BTDA1/7(3/12/01),6.000,5.050,0.000,0.000,0,0,0.000
04/01/2021,32,TN0007140031,ASSDA1/9(01/07/05),1.300,0.910,0.000,0.000,0,0,0.000
04/01/2021,99,TN0005030010,STIP,0.920,0.920,0.000,0.000,0,0,0.000
05/01/2021,11,TN0001000108,MONOPRIX,6.160,5.910,5.900,6.010,1629,10,9697.290
05/01/2021,11,TN0001100254,SFBT,19.010,18.760,18.750,18.800,18374,66,344883.790
05/01/2021,11,TN0001200401,TUNISAIR,0.590,0.590,0.580,0.600,376303,207,224536.050
05/01/2021,11,TN0001500859,AMS,0.900,0.880,0.880,0.900,5352,23,4709.780
05/01/2021,11,TN0001800457,BIAT,94.300,92.900,92.890,93.000,4070,28,378447.890
05/01/2021,11,TN0001900604,BH,9.190,8.700,8.670,8.920,2241,15,19510.520
05/01/2021,11,TN0002200053,BT,6.800,6.690,6.590,6.700,14389,47,95796.070
05/01/2021,11,TN0002600955,STB,3.350,3.270,3.250,3.300,20361,59,66493.150
05/01/2021,11,TN0003100609,BNA,8.840,8.500,8.500,8.810,4728,18,41185.050
05/01/2021,11,TN0003200755,ICF,70.000,68.000,68.000,69.780,38,8,2594.760
05/01/2021,11,TN0003600350,ATB,2.860,2.900,2.860,2.920,78175,11,226203.100
05/01/2021,11,TN0003900107,UIB,17.140,16.650,16.630,17.000,1344,11,22552.620
05/01/2021,11,TN0004000055,SIMPAR,33.000,33.000,0.000,0.000,0,0,0.000
05/01/2021,11,TN0004200853,CIL,16.140,16.250,16.250,16.250,200,1,3250.000
05/01/2021,11,TN0004700100,ATL,1.590,1.600,1.560,1.600,2967,6,4713.000
05/01/2021,11,TN0006530018,SOTETEL,4.880,4.790,4.700,4.830,1076,17,5112.810
05/01/2021,11,TN0006560015,SOTUVER,6.980,6.740,6.680,6.860,26039,89,176650.790
05/01/2021,11,TN0006580013,SOTUMAG,3.180,3.180,3.180,3.180,119,4,378.420
05/01/2021,11,TN0006590012,SIAME,4.090,4.020,3.980,4.050,22197,56,88674.220
05/01/2021,11,TN0006650014,ELECTROSTAR,1.190,1.190,1.190,1.190,62,2,73.780
05/01/2021,11,TN0006660013,SOTRAPIL,11.800,12.100,0.000,0.000,0,0,0.000
05/01/2021,11,TN0006780019,SOMOCER,1.000,1.020,1.000,1.040,221441,170,224710.620
05/01/2021,11,TN0007130016,GIF-FILTER,1.370,1.260,0.000,0.000,0,0,0.000
05/01/2021,11,TN0007140015,ASSAD,4.440,4.440,4.400,4.440,977,10,4298.840
05/01/2021,11,TN0007210016,ESSOUKNA,2.860,2.850,2.850,2.850,4724,1,13463.400
05/01/2021,11,TN0007250012,ADWYA,4.470,4.480,4.380,4.500,2457,8,10876.520
05/01/2021,11,TN0007270010,TPR,4.150,3.920,3.900,3.980,8742,23,34273.840
05/01/2021,11,TN0007290018,SOPAT,1.300,1.290,1.290,1.300,800,3,1034.000
05/01/2021,11,TN0007300015,ARTES,4.100,4.100,4.080,4.100,7528,14,30843.900
05/01/2021,11,TN0007340011,SERVICOM,2.010,1.990,1.970,1.990,16589,44,32750.260
05/01/2021,11,TN0007570013,EURO-CYCLES,25.600,25.400,25.300,25.400,7824,62,198577.000
05/01/2021,11,TN0007590011,CELLCOM,4.970,4.950,0.000,0.000,0,0,0.000
05/01/2021,11,TN0007610017,SAH,12.300,12.150,12.120,12.200,38050,151,463199.250
05/01/2021,11,TN0007620016,MPBS,3.840,3.610,3.610,3.720,2957,16,10878.700
05/01/2021,11,TN0007630015,SOTIPAPIER,4.600,4.580,4.500,4.600,3387,17,15401.830
05/01/2021,11,TN0007640014,CEREALIS,9.200,9.450,0.000,0.000,0,0,0.000
05/01/2021,11,TN0007690019,UADH,2.770,2.560,2.560,2.680,239931,392,617106.100
05/01/2021,11,TN0007720014,UNIMED,9.750,9.420,9.420,9.540,2476,20,23469.010
05/01/2021,12,TN0002400505,UBCI,20.120,20.150,20.150,20.150,107,3,2156.050
05/01/2021,12,TN0003000452,ASTREE,59.500,59.500,0.000,0.000,0,0,0.000
05/01/2021,12,TN0003800703,ALKIMIA,47.800,47.800,0.000,0.000,0,0,0.000
05/01/2021,12,TN0004100202,TUNINVEST-SICAR,14.300,14.500,0.000,0.000,0,0,0.000
05/01/2021,12,TN0006060016,STAR,122.980,118.000,118.000,119.300,262,5,30965.000
05/01/2021,12,TN0006640015,STEQ,6.500,6.500,0.000,0.000,0,0,0.000
05/01/2021,12,TN0006670012,SIPHAT,3.840,3.730,3.730,3.730,405,3,1510.650
05/01/2021,12,TN0007180011,SITS,2.360,2.360,2.360,2.360,71052,43,167682.720
05/01/2021,12,TN0007500010,AETECH,0.610,0.620,0.620,0.620,5261,6,3261.820
05/01/2021,12,TN0007600018,SOTEMAIL,3.540,3.540,0.000,0.000,0,0,0.000
05/01/2021,12,TN0007700016,OFFICEPLAST,2.100,2.080,2.080,2.090,720,4,1504.600
05/01/2021,12,TN0007730013,SANIMED,1.910,1.910,1.910,1.910,16,1,30.560
05/01/2021,13,TN0004300307,SITEX,5.960,6.130,0.000,0.000,0,0,0.000
05/01/2021,21,TN0001300698,"BTEB0127T+3,25P7-2",100.000,100.000,0.000,0.000,0,0,0.000
05/01/2021,21,TN0001600485,TJARISA0522T+1.9P5,100.000,100.000,0.000,0.000,0,0,0.000
05/01/2021,21,TN0001600493,TJARISB05247.5P7-2,100.000,100.000,0.000,0.000,0,0,0.000
05/01/2021,21,TN0001900943,BHSA0521T+1.95%AP5,100.000,100.000,0.000,0.000,0,0,0.000
05/01/2021,21,TN0001901057,BHSB0425T+2.1%P7-2,100.000,100.000,0.000,0.000,0,0,0.000
05/01/2021,21,TN0001901107,BHSB0324T+2.3%INF5,100.000,100.000,0.000,0.000,0,0,0.000
05/01/2021,21,TN0002601003,STB0528T+1.75%AP20,100.000,100.000,0.000,0.000,0,0,0.000
05/01/2021,21,TN0002601177,STBSC1126T+2.8P7-2,100.000,100.000,0.000,0.000,0,0,0.000
05/01/2021,21,TN0003100781,BNASB825T+2.25P7-2,100.000,100.000,0.000,0.000,0,0,0.000
05/01/2021,21,TN0003400447,ABSUB0922T+1.3%P10,100.000,100.000,0.000,0.000,0,0,0.000
05/01/2021,21,TN0003400504,ABSB02227.45%AP7-2,100.000,100.000,0.000,0.000,0,0,0.000
05/01/2021,21,TN0003600483,ATB0523T+1.25%AP16,100.000,100.000,0.000,0.000,0,0,0.000
05/01/2021,21,TN0003600491,ATB0527T+1.75%AP20,100.000,100.000,0.000,0.000,0,0,0.000
05/01/2021,21,TN0003600509,ATB0532T+2.0%AP25,100.000,100.000,0.000,0.000,0,0,0.000
05/01/2021,21,TN0003600640,ATBSA325T+2.05P7-2,100.000,100.000,0.000,0.000,0,0,0.000
05/01/2021,21,TN0003600657,ATBSB0328T+2.1AP10,100.000,100.000,0.000,0.000,0,0,0.000
05/01/2021,21,TN0004620191,BTKSB12217.45%P7-2,100.000,100.000,0.000,0.000,0,0,0.000
05/01/2021,21,TN0004700647,ATLB0221T+2.35%AP5,100.000,100.000,0.000,0.000,0,0,0.000
05/01/2021,21,TN0004700696,ATLB0322T+2.35%AP5,100.000,100.000,0.000,0.000,0,0,0.000
05/01/2021,21,TN0004700738,ATLB0323T+2.35%AP5,100.000,100.000,0.000,0.000,0,0,0.000
05/01/2021,21,TN0006610513,TJLSB0623T+2.3%AP5,102.000,102.000,0.000,0.000,0,0,0.000
05/01/2021,21,TN0007190143,UNIFAC0221T+2.5%P5,100.000,100.000,0.000,0.000,0,0,0.000
05/01/2021,21,TN0007190168,UNIFAB1123T+2.5%P5,100.000,100.000,0.000,0.000,0,0,0.000
05/01/2021,21,TN0007310287,HLA0321T+2.35%AP5,100.000,100.000,0.000,0.000,0,0,0.000
05/01/2021,21,TN0007310352,HLA0222T+2.35%AP5,100.000,100.000,0.000,0.000,0,0,0.000
05/01/2021,32,TN0001100312,SFBTDA1/2(11/4/02),11.390,54.310,0.000,0.000,0,0,0.000
05/01/2021,32,TN0002200251,BTDA1/7(3/12/01),6.000,4.960,0.000,0.000,0,0,0.000
05/01/2021,32,TN0007140031,ASSDA1/9(01/07/05),1.300,0.910,0.000,0.000,0,0,0.000
05/01/2021,99,TN0005030010,STIP,0.920,0.920,0.000,0.000,0,0,0.000
06/01/2021,11,TN0001000108,MONOPRIX,6.160,5.900,5.850,5.970,3136,10,18478.410
06/01/2021,11,TN0001100254,SFBT,19.010,18.720,18.700,18.750,27643,84,517287.980
06/01/2021,11,TN0001200401,TUNISAIR,0.590,0.580,0.580,0.590,48577,52,28224.020
06/01/2021,11,TN0001500859,AMS,0.900,0.880,0.880,0.900,304,4,267.820
06/01/2021,11,TN0001800457,BIAT,94.300,92.900,92.000,92.900,855,16,79226.800
06/01/2021,11,TN0001900604,BH,9.190,8.440,8.440,8.690,7971,32,67600.980
06/01/2021,11,TN0002200053,BT,6.800,6.670,6.570,6.680,5526,20,36731.060
06/01/2021,11,TN0002600955,STB,3.350,3.320,3.250,3.320,6031,7,19840.300
06/01/2021,11,TN0003100609,BNA,8.840,8.590,8.460,8.600,1839,16,15606.950
06/01/2021,11,TN0003200755,ICF,70.000,66.700,66.500,69.800,639,15,42772.820
06/01/2021,11,TN0003600350,ATB,2.860,2.890,2.890,2.890,8,1,23.120
06/01/2021,11,TN0003900107,UIB,17.140,16.650,16.300,16.900,655,5,10788.500
06/01/2021,11,TN0004000055,SIMPAR,33.000,33.000,0.000,0.000,0,0,0.000
06/01/2021,11,TN0004200853,CIL,16.140,16.360,16.350,16.730,7335,8,119927.830
06/01/2021,11,TN0004700100,ATL,1.590,1.570,1.570,1.600,1315,10,2082.100
06/01/2021,11,TN0006530018,SOTETEL,4.880,4.620,4.620,4.760,4655,33,21693.320
06/01/2021,11,TN0006560015,SOTUVER,6.980,6.780,6.680,6.800,1767,25,11845.780
06/01/2021,11,TN0006580013,SOTUMAG,3.180,3.160,3.090,3.180,12010,26,37200.750
06/01/2021,11,TN0006590012,SIAME,4.090,4.010,3.930,4.050,9203,33,36543.550
06/01/2021,11,TN0006650014,ELECTROSTAR,1.190,1.160,1.160,1.190,170,5,197.800
06/01/2021,11,TN0006660013,SOTRAPIL,11.800,11.800,11.800,11.900,37,3,437.000
06/01/2021,11,TN0006780019,SOMOCER,1.000,1.000,0.990,1.020,46299,78,46100.880
06/01/2021,11,TN0007130016,GIF-FILTER,1.370,1.210,1.210,1.300,124391,166,152982.260
06/01/2021,11,TN0007140015,ASSAD,4.440,4.410,4.320,4.470,72,5,314.880
06/01/2021,11,TN0007210016,ESSOUKNA,2.860,2.770,2.770,2.770,400,1,1108.000
06/01/2021,11,TN0007250012,ADWYA,4.470,4.420,4.350,4.450,14723,15,64196.340
06/01/2021,11,TN0007270010,TPR,4.150,3.890,3.800,3.900,7964,34,30351.530
06/01/2021,11,TN0007290018,SOPAT,1.300,1.310,1.280,1.320,1226,6,1570.310
06/01/2021,11,TN0007300015,ARTES,4.100,4.100,4.100,4.100,111,4,455.100
06/01/2021,11,TN0007340011,SERVICOM,2.010,1.980,1.940,2.000,7996,34,15720.260
06/01/2021,11,TN0007570013,EURO-CYCLES,25.600,25.100,25.000,25.300,5758,72,144867.130
06/01/2021,11,TN0007590011,CELLCOM,4.970,4.730,0.000,0.000,0,0,0.000
06/01/2021,11,TN0007610017,SAH,12.300,12.240,12.130,12.240,33850,62,412080.340
06/01/2021,11,TN0007620016,MPBS,3.840,3.610,3.510,3.610,1284,14,4522.050
06/01/2021,11,TN0007630015,SOTIPAPIER,4.600,4.560,4.450,4.570,3282,21,14682.680
06/01/2021,11,TN0007640014,CEREALIS,9.200,9.170,9.170,9.730,8356,13,78309.840
06/01/2021,11,TN0007690019,UADH,2.770,2.510,2.450,2.650,238571,441,594981.130
06/01/2021,11,TN0007720014,UNIMED,9.750,9.400,9.300,9.420,11267,10,105878.540
06/01/2021,12,TN0002400505,UBCI,20.120,20.990,20.750,20.990,32,5,668.800
06/01/2021,12,TN0003000452,ASTREE,59.500,59.500,0.000,0.000,0,0,0.000
06/01/2021,12,TN0003800703,ALKIMIA,47.800,47.800,0.000,0.000,0,0,0.000
06/01/2021,12,TN0004100202,TUNINVEST-SICAR,14.300,14.500,0.000,0.000,0,0,0.000
06/01/2021,12,TN0006060016,STAR,122.980,115.000,115.000,115.000,238,3,27370.000
06/01/2021,12,TN0006670012,SIPHAT,3.840,3.730,0.000,0.000,0,0,0.000
06/01/2021,12,TN0007180011,SITS,2.360,2.360,2.360,2.360,18270,14,43117.200
06/01/2021,12,TN0007500010,AETECH,0.610,0.600,0.600,0.610,653,5,394.800
06/01/2021,12,TN0007600018,SOTEMAIL,3.540,3.540,0.000,0.000,0,0,0.000
06/01/2021,12,TN0007700016,OFFICEPLAST,2.100,2.080,2.080,2.140,801,3,1669.080
06/01/2021,12,TN0007730013,SANIMED,1.910,1.910,0.000,0.000,0,0,0.000
06/01/2021,13,TN0004300307,SITEX,5.960,6.130,0.000,0.000,0,0,0.000
06/01/2021,21,TN0001300698,"BTEB0127T+3,25P7-2",100.000,100.000,0.000,0.000,0,0,0.000
06/01/2021,21,TN0001600485,TJARISA0522T+1.9P5,100.000,100.000,0.000,0.000,0,0,0.000
06/01/2021,21,TN0001600493,TJARISB05247.5P7-2,100.000,100.000,0.000,0.000,0,0,0.000
06/01/2021,21,TN0001900943,BHSA0521T+1.95%AP5,100.000,100.000,0.000,0.000,0,0,0.000
06/01/2021,21,TN0001901057,BHSB0425T+2.1%P7-2,100.000,100.000,0.000,0.000,0,0,0.000
06/01/2021,21,TN0001901107,BHSB0324T+2.3%INF5,100.000,100.000,0.000,0.000,0,0,0.000
06/01/2021,21,TN0002601003,STB0528T+1.75%AP20,100.000,100.000,0.000,0.000,0,0,0.000
06/01/2021,21,TN0002601177,STBSC1126T+2.8P7-2,100.000,100.000,0.000,0.000,0,0,0.000
06/01/2021,21,TN0003100781,BNASB825T+2.25P7-2,100.000,100.000,0.000,0.000,0,0,0.000
06/01/2021,21,TN0003400447,ABSUB0922T+1.3%P10,100.000,100.000,0.000,0.000,0,0,0.000
06/01/2021,21,TN0003400504,ABSB02227.45%AP7-2,100.000,100.000,0.000,0.000,0,0,0.000
06/01/2021,21,TN0003600483,ATB0523T+1.25%AP16,100.000,100.000,0.000,0.000,0,0,0.000
06/01/2021,21,TN0003600491,ATB0527T+1.75%AP20,100.000,100.000,0.000,0.000,0,0,0.000
06/01/2021,21,TN0003600509,ATB0532T+2.0%AP25,100.000,100.000,0.000,0.000,0,0,0.000
06/01/2021,21,TN0003600640,ATBSA325T+2.05P7-2,100.000,100.000,0.000,0.000,0,0,0.000
06/01/2021,21,TN0003600657,ATBSB0328T+2.1AP10,100.000,100.000,0.000,0.000,0,0,0.000
06/01/2021,21,TN0004620191,BTKSB12217.45%P7-2,100.000,100.000,0.000,0.000,0,0,0.000
06/01/2021,21,TN0004700647,ATLB0221T+2.35%AP5,100.000,100.000,0.000,0.000,0,0,0.000
06/01/2021,21,TN0004700696,ATLB0322T+2.35%AP5,100.000,100.000,0.000,0.000,0,0,0.000
06/01/2021,21,TN0004700738,ATLB0323T+2.35%AP5,100.000,100.000,0.000,0.000,0,0,0.000
06/01/2021,21,TN0006610513,TJLSB0623T+2.3%AP5,102.000,102.000,0.000,0.000,0,0,0.000
06/01/2021,21,TN0007190143,UNIFAC0221T+2.5%P5,100.000,100.000,0.000,0.000,0,0,0.000
06/01/2021,21,TN0007190168,UNIFAB1123T+2.5%P5,100.000,100.000,0.000,0.000,0,0,0.000
06/01/2021,21,TN0007310287,HLA0321T+2.35%AP5,100.000,100.000,0.000,0.000,0,0,0.000
06/01/2021,21,TN0007310352,HLA0222T+2.35%AP5,100.000,100.000,0.000,0.000,0,0,0.000
06/01/2021,32,TN0001100312,SFBTDA1/2(11/4/02),11.390,54.210,0.000,0.000,0,0,0.000
06/01/2021,32,TN0002200251,BTDA1/7(3/12/01),6.000,4.980,0.000,0.000,0,0,0.000
06/01/2021,32,TN0007140031,ASSDA1/9(01/07/05),1.300,0.910,0.000,0.000,0,0,0.000
06/01/2021,99,TN0005030010,STIP,0.920,0.920,0.000,0.000,0,0,0.000
07/01/2021,11,TN0001000108,MONOPRIX,6.160,5.900,5.900,5.950,280,4,1656.000
07/01/2021,11,TN0001100254,SFBT,19.010,18.810,18.700,18.900,12664,75,237562.290
07/01/2021,11,TN0001200401,TUNISAIR,0.590,0.580,0.570,0.580,91555,87,52222.170
07/01/2021,11,TN0001500859,AMS,0.900,0.870,0.860,0.880,10400,34,8957.150
07/01/2021,11,TN0001800457,BIAT,94.300,92.990,92.000,93.000,5270,65,486482.520
07/01/2021,11,TN0001900604,BH,9.190,8.300,8.200,8.600,5222,18,44121.560
07/01/2021,11,TN0002200053,BT,6.800,6.560,6.560,6.650,11158,22,73692.490
07/01/2021,11,TN0002600955,STB,3.350,3.290,3.230,3.320,21133,70,68674.320
07/01/2021,11,TN0003100609,BNA,8.840,8.580,8.480,8.590,3400,13,29073.040
07/01/2021,11,TN0003200755,ICF,70.000,69.710,66.710,69.710,1577,38,107093.620
07/01/2021,11,TN0003600350,ATB,2.860,2.850,2.820,2.890,50659,20,143742.590
07/01/2021,11,TN0003900107,UIB,17.140,16.160,15.950,16.450,14070,20,226860.300
07/01/2021,11,TN0004000055,SIMPAR,33.000,33.000,0.000,0.000,0,0,0.000
07/01/2021,11,TN0004200853,CIL,16.140,16.360,16.360,16.390,29299,41,479631.370
07/01/2021,11,TN0004700100,ATL,1.590,1.590,1.550,1.590,3444,26,5356.860
07/01/2021,11,TN0006530018,SOTETEL,4.880,4.620,4.600,4.620,5568,45,25714.160
07/01/2021,11,TN0006560015,SOTUVER,6.980,6.740,6.700,6.750,2463,13,16576.830
07/01/2021,11,TN0006580013,SOTUMAG,3.180,3.120,3.120,3.170,2339,7,7403.770
07/01/2021,11,TN0006590012,SIAME,4.090,3.990,3.940,4.010,7377,36,29256.240
07/01/2021,11,TN0006650014,ELECTROSTAR,1.190,1.190,1.100,1.190,9917,44,11594.050
07/01/2021,11,TN0006660013,SOTRAPIL,11.800,11.900,11.800,11.900,178,8,2101.200
07/01/2021,11,TN0006780019,SOMOCER,1.000,0.990,0.980,1.000,51708,70,50873.610
07/01/2021,11,TN0007130016,GIF-FILTER,1.370,1.180,1.150,1.240,101502,237,121806.260
07/01/2021,11,TN0007140015,ASSAD,4.440,4.400,4.320,4.400,5514,28,23873.530
07/01/2021,11,TN0007210016,ESSOUKNA,2.860,2.720,2.720,2.720,354,3,962.880
07/01/2021,11,TN0007250012,ADWYA,4.470,4.450,4.360,4.450,2647,25,11603.300
07/01/2021,11,TN0007270010,TPR,4.150,3.920,3.850,3.920,2864,14,11217.220
07/01/2021,11,TN0007290018,SOPAT,1.300,1.300,1.290,1.310,518,3,673.420
07/01/2021,11,TN0007300015,ARTES,4.100,4.100,4.080,4.100,8879,12,36299.250
07/01/2021,11,TN0007340011,SERVICOM,2.010,2.040,1.970,2.060,30999,92,62510.860
07/01/2021,11,TN0007570013,EURO-CYCLES,25.600,25.020,24.910,25.500,4425,60,110772.640
07/01/2021,11,TN0007590011,CELLCOM,4.970,4.500,4.470,4.600,12942,49,58084.020
07/01/2021,11,TN0007610017,SAH,12.300,12.200,12.150,12.300,121572,211,1485307.980
07/01/2021,11,TN0007620016,MPBS,3.840,3.550,3.510,3.600,600,6,2110.240
07/01/2021,11,TN0007630015,SOTIPAPIER,4.600,4.570,4.450,4.580,3591,20,16301.580
07/01/2021,11,TN0007640014,CEREALIS,9.200,9.160,9.160,9.170,188,2,1723.160
07/01/2021,11,TN0007690019,UADH,2.770,2.510,2.450,2.610,158287,363,399438.750
07/01/2021,11,TN0007720014,UNIMED,9.750,9.400,9.320,9.500,7562,24,70999.200
